MemberID,Month,MembershipFee,ProShopSpend,F&BSpend,CoachingRevenue
101,2024-01,183.33,39.9,18.7,0
101,2024-02,183.33,0,0,0
101,2024-03,183.33,0,0,0
101,2024-04,183.33,32.52,29.35,0
101,2024-05,183.33,38.07,15.39,0
101,2024-06,183.33,0,0,0
101,2024-07,183.33,0,0,80
101,2024-08,183.33,0,0,0
101,2024-09,183.33,27.47,29.41,0
101,2024-10,183.33,0,0,160
101,2024-11,183.33,0,0,0
101,2024-12,183.33,37.38,18.76,0
102,2023-01,183.33,169.03,111.76,0
102,2023-02,183.33,65.89,111.49,80
102,2023-03,183.33,104.16,73.17,0
102,2023-04,183.33,266.57,151.8,0
102,2023-05,183.33,104.83,117.67,0
102,2023-06,183.33,129.34,147.69,160
102,2023-07,183.33,206.59,115.98,0
102,2023-08,183.33,184.97,111.11,0
102,2023-09,183.33,182.96,138.15,80
102,2023-10,183.33,101.87,115.13,0
102,2023-11,183.33,140.39,182.4,0
102,2023-12,183.33,57.01,48.72,80
102,2024-01,183.33,177.6,122.95,0
102,2024-02,183.33,85.38,74.51,0
102,2024-03,183.33,131.75,111.62,80
102,2024-04,183.33,68.9,119.41,0
102,2024-05,183.33,202.36,164.75,0
102,2024-06,183.33,138.59,73.18,0
102,2024-07,183.33,120.08,68.01,0
102,2024-08,183.33,78.92,83.73,0
102,2024-09,183.33,91.42,147.24,160
102,2024-10,183.33,214.75,124.82,0
102,2024-11,183.33,106.28,79.03,0
102,2024-12,183.33,55.35,62.66,0
103,2023-01,183.33,511.18,363.31,160
103,2023-02,183.33,333.41,347.81,160
103,2023-03,183.33,486.45,351.97,160
103,2023-04,183.33,369.13,160.81,80
103,2023-05,183.33,425.87,278.41,80
103,2023-06,183.33,282.4,202.23,160
103,2023-07,183.33,306.99,198.72,0
103,2023-08,183.33,463.81,286.91,0
103,2023-09,183.33,278.18,139.74,80
103,2023-10,183.33,187.35,196.26,160
103,2023-11,183.33,408.44,288.99,0
103,2023-12,183.33,442.07,247.74,0
103,2024-01,183.33,398.09,218.79,160
103,2024-02,183.33,465.37,241.28,80
103,2024-03,183.33,422.62,210.23,80
103,2024-04,183.33,306.56,112.8,80
103,2024-05,183.33,249.19,301.87,160
103,2024-06,183.33,430.58,368.52,80
103,2024-07,183.33,518.63,180.38,80
103,2024-08,183.33,274.13,209.88,160
103,2024-09,183.33,211.54,166.05,80
103,2024-10,183.33,242.62,324.61,160
103,2024-11,183.33,471.34,341,80
103,2024-12,183.33,473.63,171.31,160
104,2023-01,291.67,219.83,184.63,80
104,2023-02,291.67,142.2,199.37,160
104,2023-03,291.67,495.37,232.9,80
104,2023-04,291.67,427.5,271.69,80
104,2023-05,291.67,308.83,202.75,80
104,2023-06,291.67,300.77,134.15,160
104,2023-07,291.67,318.03,200.22,0
104,2023-08,291.67,538.43,304.45,160
104,2023-09,291.67,349.29,266.81,80
104,2023-10,291.67,272.1,233.93,80
104,2023-11,291.67,254.79,272.06,80
104,2023-12,291.67,224.65,278.39,80
104,2024-01,291.67,306.23,185.65,160
104,2024-02,291.67,412.11,190.42,160
104,2024-03,291.67,547.26,360.77,160
104,2024-04,291.67,188.29,108.63,80
104,2024-05,291.67,314.75,214.28,80
104,2024-06,291.67,320.88,260.91,160
104,2024-07,291.67,299.64,233.48,0
104,2024-08,291.67,466.57,295.68,0
104,2024-09,291.67,418.1,279.09,80
104,2024-10,291.67,268.71,388.26,160
104,2024-11,291.67,277.6,215.55,160
104,2024-12,291.67,365.06,216.75,80
105,2023-01,183.33,100.93,57.29,0
105,2023-02,183.33,132.32,177.87,0
105,2023-03,183.33,70.09,53.39,0
105,2023-04,183.33,133.69,60.48,0
105,2023-05,183.33,127.23,106.3,80
105,2023-06,183.33,95.6,51.51,0
105,2023-07,183.33,80.92,104.37,0
105,2023-08,183.33,100,43.78,0
105,2023-09,183.33,169.4,65.8,80
105,2023-10,183.33,52.68,59.64,80
105,2023-11,183.33,87.73,44.37,0
105,2023-12,183.33,120.87,119.69,0
105,2024-01,183.33,148.31,111.27,80
105,2024-02,183.33,94.97,109.09,0
105,2024-03,183.33,83.76,97.55,0
105,2024-04,183.33,92.49,122.54,0
105,2024-05,183.33,283.77,125.07,0
105,2024-06,183.33,118.37,149.19,0
105,2024-07,183.33,155.7,192.9,0
105,2024-08,183.33,79.35,70.12,0
105,2024-09,183.33,133.47,80.79,80
105,2024-10,183.33,184.59,145.1,0
105,2024-11,183.33,72.06,56.07,80
105,2024-12,183.33,206.25,178.58,0
106,2023-01,291.67,92.06,155.83,80
106,2023-02,291.67,179.93,90.27,0
106,2023-03,291.67,210.6,136.07,80
106,2023-04,291.67,69.62,101.33,0
106,2023-05,291.67,122.12,57.55,80
106,2023-06,291.67,111.06,110.39,0
106,2023-07,291.67,221.81,87.15,80
106,2023-08,291.67,125.35,149.94,0
106,2023-09,291.67,166.81,86.46,80
106,2023-10,291.67,252.93,105.49,0
106,2023-11,291.67,88.95,110.65,0
106,2023-12,291.67,226.9,84.85,80
106,2024-01,291.67,203.89,154,0
106,2024-02,291.67,258.22,144.17,0
106,2024-03,291.67,169.29,65.66,80
106,2024-04,291.67,144.65,104.78,0
106,2024-05,291.67,64.8,56.4,80
106,2024-06,291.67,220.67,78.92,0
106,2024-07,291.67,184.15,163.34,0
106,2024-08,291.67,206.75,131.55,80
106,2024-09,291.67,55.96,33.04,0
106,2024-10,291.67,235.36,148.34,0
106,2024-11,291.67,105.2,46.16,0
106,2024-12,291.67,90.61,32.62,80
107,2023-01,291.67,264.23,253.86,160
107,2023-02,291.67,271.99,250.43,160
107,2023-03,291.67,183.98,142.06,0
107,2023-04,291.67,192.2,357.71,0
107,2023-05,291.67,144.81,270.84,160
107,2023-06,291.67,385.51,248.42,160
107,2023-07,291.67,255.73,185.6,160
107,2023-08,291.67,295.71,306.8,80
107,2023-09,291.67,476.13,403.39,80
107,2023-10,291.67,237.47,206.51,80
107,2023-11,291.67,211.33,158.36,160
107,2023-12,291.67,197.58,129.06,80
107,2024-01,291.67,363.02,285.54,80
107,2024-02,291.67,428.68,205.2,80
107,2024-03,291.67,355.52,167.75,160
107,2024-04,291.67,232.2,129.56,0
107,2024-05,291.67,170.39,284.17,80
107,2024-06,291.67,156.96,196.12,80
107,2024-07,291.67,266.4,174.07,80
107,2024-08,291.67,370.65,333.59,80
107,2024-09,291.67,315.11,247.97,80
107,2024-10,291.67,239.78,138.47,80
107,2024-11,291.67,203.61,105.72,80
107,2024-12,291.67,350.86,174.88,160
108,2023-01,416.67,506.43,359.47,160
108,2023-02,416.67,132.5,142.82,160
108,2023-03,416.67,356.79,229.7,160
108,2023-04,416.67,364.61,270.71,80
108,2023-05,416.67,141.9,155.47,160
108,2023-06,416.67,291.88,272.79,80
108,2023-07,416.67,381.55,302.29,0
108,2023-08,416.67,328.03,149.14,80
108,2023-09,416.67,245.69,273.03,160
108,2023-10,416.67,329.82,166.84,160
108,2023-11,416.67,464.97,176.37,0
108,2023-12,416.67,444.63,208.81,80
108,2024-01,416.67,192.09,155.09,0
108,2024-02,416.67,298.99,199.24,160
108,2024-03,416.67,287.68,305.65,80
108,2024-04,416.67,176.41,199.13,160
108,2024-05,416.67,288.99,180.99,80
108,2024-06,416.67,252.42,197.5,80
108,2024-07,416.67,310.57,138.64,80
108,2024-08,416.67,628.91,257.41,80
108,2024-09,416.67,640.16,428.7,160
108,2024-10,416.67,287.02,284.31,160
108,2024-11,416.67,241.96,141.78,0
108,2024-12,416.67,239.82,226.6,160
109,2023-01,183.33,214.45,74.83,80
109,2023-02,183.33,107.55,61.58,0
109,2023-03,183.33,97.62,94.88,0
109,2023-04,183.33,88.67,53.89,80
109,2023-05,183.33,88.09,75.89,80
109,2023-06,183.33,216.01,120.32,0
109,2023-07,183.33,141.04,114.94,80
109,2023-08,183.33,98.73,76.9,0
109,2023-09,183.33,96.16,66.29,0
109,2023-10,183.33,99.38,87.26,0
109,2023-11,183.33,134.18,89.35,80
109,2023-12,183.33,65.63,116.08,80
109,2024-01,183.33,132.08,126.82,0
109,2024-02,183.33,94.78,39.34,0
109,2024-03,183.33,80.15,69.51,80
109,2024-04,183.33,108.02,76.62,0
109,2024-05,183.33,162.48,102.87,80
109,2024-06,183.33,103.21,70.11,0
109,2024-07,183.33,158.3,104.3,80
109,2024-08,183.33,136.58,49.68,80
109,2024-09,183.33,98.18,47.48,0
109,2024-10,183.33,94.24,74.13,0
109,2024-11,183.33,208.21,190.91,0
109,2024-12,183.33,188.62,134.75,0
110,2023-01,416.67,167.44,161.94,80
110,2023-02,416.67,312.18,318.44,80
110,2023-03,416.67,154.16,191.33,80
110,2023-04,416.67,230.24,191.93,80
110,2023-05,416.67,293.33,268.77,80
110,2023-06,416.67,299.08,246.08,0
110,2023-07,416.67,317.77,173.25,80
110,2023-08,416.67,280.48,262.71,160
110,2023-09,416.67,240.96,182.88,0
110,2023-10,416.67,603.96,246.77,160
110,2023-11,416.67,439.41,126.43,80
110,2023-12,416.67,201.04,307.06,80
110,2024-01,416.67,422.35,364.27,80
110,2024-02,416.67,411.58,216.03,80
110,2024-03,416.67,463.33,169.87,160
110,2024-04,416.67,354.35,157.03,80
110,2024-05,416.67,277.12,200.9,80
110,2024-06,416.67,252.24,205.56,0
110,2024-07,416.67,278.12,144.81,160
110,2024-08,416.67,275.77,222.42,160
110,2024-09,416.67,409.42,312.23,160
110,2024-10,416.67,230.27,101.65,160
110,2024-11,416.67,259.92,177,80
110,2024-12,416.67,547.9,349.23,80
111,2023-01,183.33,296.86,140.68,160
111,2023-02,183.33,280.92,247.01,160
111,2023-03,183.33,250.3,232.66,160
111,2023-04,183.33,290.85,372.08,0
111,2023-05,183.33,519.9,311.9,80
111,2023-06,183.33,402.73,149.76,160
111,2023-07,183.33,655.85,242.11,160
111,2023-08,183.33,394.84,184.38,160
111,2023-09,183.33,132.48,135.05,160
111,2023-10,183.33,391.06,271.42,80
111,2023-11,183.33,284.62,154.35,160
111,2023-12,183.33,474.42,293.03,80
111,2024-01,183.33,329.98,256.56,80
111,2024-02,183.33,415.44,346.93,80
111,2024-03,183.33,210.21,229.16,80
111,2024-04,183.33,336.78,147.9,80
111,2024-05,183.33,149.04,229.5,160
111,2024-06,183.33,229.73,139.78,0
111,2024-07,183.33,443,145.43,0
111,2024-08,183.33,242.35,173.97,80
111,2024-09,183.33,374.7,260.25,0
111,2024-10,183.33,335.28,136.64,80
111,2024-11,183.33,587.72,396.03,80
111,2024-12,183.33,571.98,394.42,160
112,2023-01,183.33,341.85,189.26,160
112,2023-02,183.33,294.82,255.39,80
112,2023-03,183.33,385.33,265.67,160
112,2023-04,183.33,303.12,373.72,80
112,2023-05,183.33,390.3,301.03,160
112,2023-06,183.33,371.62,206.69,80
112,2023-07,183.33,438.61,272.76,0
112,2023-08,183.33,409.83,182.94,80
112,2023-09,183.33,364.24,297.15,0
112,2023-10,183.33,349.97,170.88,160
112,2023-11,183.33,148.01,264.06,0
112,2023-12,183.33,441.34,211.38,80
112,2024-01,183.33,378.11,180.79,80
112,2024-02,183.33,388.98,272.9,160
112,2024-03,183.33,284.1,124.26,160
112,2024-04,183.33,299.09,238.52,0
112,2024-05,183.33,219.55,230.55,80
112,2024-06,183.33,230.72,327.05,160
112,2024-07,183.33,326.86,246.88,80
112,2024-08,183.33,223.34,167.3,0
112,2024-09,183.33,341.89,272.89,0
112,2024-10,183.33,381.62,273.19,80
112,2024-11,183.33,438.91,279.63,80
112,2024-12,183.33,180.37,257.78,80
113,2023-01,183.33,293.61,147.25,80
113,2023-02,183.33,217.68,123.12,0
113,2023-03,183.33,264.26,154.86,80
113,2023-04,183.33,599.13,375.01,80
113,2023-05,183.33,465.75,267.65,160
113,2023-06,183.33,392.73,324.37,160
113,2023-07,183.33,361.04,136.39,0
113,2023-08,183.33,545.25,262.13,80
113,2023-09,183.33,271.55,102.85,80
113,2023-10,183.33,391.23,372.87,80
113,2023-11,183.33,319.81,214.95,80
113,2023-12,183.33,413.6,244.4,80
113,2024-01,183.33,199.06,157.87,160
113,2024-02,183.33,618.58,412.23,160
113,2024-03,183.33,251.7,134.62,160
113,2024-04,183.33,523.06,197.05,0
113,2024-05,183.33,465.73,233.81,160
113,2024-06,183.33,338.29,214.18,80
113,2024-07,183.33,565.51,316.12,160
113,2024-08,183.33,327.54,398.2,80
113,2024-09,183.33,231.51,219.23,80
113,2024-10,183.33,206.67,310.97,80
113,2024-11,183.33,347.27,138.07,80
113,2024-12,183.33,516.24,272.53,160
114,2023-01,183.33,470.01,388.91,80
114,2023-02,183.33,213.69,164.17,160
114,2023-03,183.33,538.39,138.08,80
114,2023-04,183.33,408.15,390.32,160
114,2023-05,183.33,286.42,127.62,160
114,2023-06,183.33,225.1,272.99,0
114,2023-07,183.33,563.46,352.13,0
114,2023-08,183.33,171.72,239.34,0
114,2023-09,183.33,185.15,133.75,160
114,2023-10,183.33,270.07,179.23,160
114,2023-11,183.33,182.16,163.25,80
114,2023-12,183.33,355.16,309.61,0
114,2024-01,183.33,373.49,167.08,160
114,2024-02,183.33,287.57,147.38,160
114,2024-03,183.33,335.32,161.01,80
114,2024-04,183.33,396,145.63,80
114,2024-05,183.33,168.17,265.45,0
114,2024-06,183.33,412.46,186.59,80
114,2024-07,183.33,238.5,221.43,80
114,2024-08,183.33,242.28,166.62,160
114,2024-09,183.33,257.86,296.96,160
114,2024-10,183.33,561.56,161.09,80
114,2024-11,183.33,457.27,370.55,80
114,2024-12,183.33,450.32,172.79,160
115,2023-01,183.33,369.47,140.7,80
115,2023-02,183.33,382.43,159.65,80
115,2023-03,183.33,482.35,200.74,80
115,2023-04,183.33,394.83,162.62,80
115,2023-05,183.33,367.82,213.25,160
115,2023-06,183.33,408.91,279.08,80
115,2023-07,183.33,431.6,147.84,0
115,2023-08,183.33,453.03,210.3,160
115,2023-09,183.33,269.25,161.95,0
115,2023-10,183.33,219.79,234.71,80
115,2023-11,183.33,209.62,312.58,160
115,2023-12,183.33,267.91,117.52,160
115,2024-01,183.33,453.51,276.2,80
115,2024-02,183.33,284.35,209.68,160
115,2024-03,183.33,371.55,217.19,160
115,2024-04,183.33,197.45,263.04,80
115,2024-05,183.33,200.52,144.44,0
115,2024-06,183.33,171.19,273.85,80
115,2024-07,183.33,284.54,192.78,160
115,2024-08,183.33,354.3,261.74,160
115,2024-09,183.33,266.01,96.03,80
115,2024-10,183.33,590.8,236.09,160
115,2024-11,183.33,375.65,128.2,80
115,2024-12,183.33,262.38,118.4,160
116,2023-01,416.67,319.34,199.77,80
116,2023-02,416.67,276.85,269.65,0
116,2023-03,416.67,406.43,231.81,160
116,2023-04,416.67,508.23,192.23,0
116,2023-05,416.67,472.44,323.47,160
116,2023-06,416.67,217.26,166.37,160
116,2023-07,416.67,324.3,152.8,80
116,2023-08,416.67,404.36,389.07,160
116,2023-09,416.67,257.42,208.94,160
116,2023-10,416.67,253.95,156.5,80
116,2023-11,416.67,520.94,175.01,80
116,2023-12,416.67,508.06,139.34,160
116,2024-01,416.67,261.29,123.52,80
116,2024-02,416.67,462.69,186.68,80
116,2024-03,416.67,417.79,316.2,160
116,2024-04,416.67,329.82,349.68,0
116,2024-05,416.67,600.38,332.01,80
116,2024-06,416.67,229.66,172.04,80
116,2024-07,416.67,364.17,275.13,80
116,2024-08,416.67,538.63,323.13,80
116,2024-09,416.67,582.64,247.82,160
116,2024-10,416.67,275.53,196.92,160
116,2024-11,416.67,558.01,324.84,0
116,2024-12,416.67,359.24,156.92,160
117,2023-01,416.67,128.43,108.6,80
117,2023-02,416.67,62.6,46.17,0
117,2023-03,416.67,81.05,55.58,0
117,2023-04,416.67,137,127.38,0
117,2023-05,416.67,143.25,136.74,0
117,2023-06,416.67,112.03,80.04,0
117,2023-07,416.67,78.18,64.35,0
117,2023-08,416.67,241.04,142.17,0
117,2023-09,416.67,174.46,66.01,0
117,2023-10,416.67,182.3,147.29,0
117,2023-11,416.67,164.03,180.06,0
117,2023-12,416.67,82.47,70.72,0
117,2024-01,416.67,279.48,116.57,0
117,2024-02,416.67,53.63,47.62,0
117,2024-03,416.67,204.44,157.66,80
117,2024-04,416.67,130.36,50.8,80
117,2024-05,416.67,118.32,48.25,160
117,2024-06,416.67,115.07,117.72,0
117,2024-07,416.67,50.29,54.8,80
117,2024-08,416.67,113.92,94.2,80
117,2024-09,416.67,86.66,56.02,0
117,2024-10,416.67,262.65,155.34,80
117,2024-11,416.67,240.37,79.85,0
117,2024-12,416.67,164.8,74.16,80
118,2023-01,291.67,597.41,316.5,80
118,2023-02,291.67,407.27,280.45,0
118,2023-03,291.67,285.16,195.72,80
118,2023-04,291.67,260.82,189.97,80
118,2023-05,291.67,185.25,166.47,0
118,2023-06,291.67,579.04,370.57,80
118,2023-07,291.67,129.66,202.99,80
118,2023-08,291.67,379.58,189,0
118,2023-09,291.67,287.23,348.7,80
118,2023-10,291.67,171.15,262.73,80
118,2023-11,291.67,198.64,271.05,80
118,2023-12,291.67,168.95,197.18,160
118,2024-01,291.67,277.17,200.97,160
118,2024-02,291.67,239.14,166.3,80
118,2024-03,291.67,420.34,236.13,80
118,2024-04,291.67,408.9,169.05,160
118,2024-05,291.67,279.73,156.52,160
118,2024-06,291.67,382.64,274.8,160
118,2024-07,291.67,233.64,195.33,160
118,2024-08,291.67,274.09,201.11,80
118,2024-09,291.67,255.31,168.78,80
118,2024-10,291.67,388.46,127.36,80
118,2024-11,291.67,451.33,295.59,160
118,2024-12,291.67,430.65,184.85,0
119,2023-01,183.33,73.69,63.04,0
119,2023-02,183.33,153.32,63.76,80
119,2023-03,183.33,136.58,92.9,0
119,2023-04,183.33,173.92,132.07,80
119,2023-05,183.33,125.82,132.06,0
119,2023-06,183.33,156.12,64.45,0
119,2023-07,183.33,161.18,116.4,0
119,2023-08,183.33,231.1,77.31,0
119,2023-09,183.33,233.93,137.96,160
119,2023-10,183.33,80.68,106.52,80
119,2023-11,183.33,140.76,67.84,80
119,2023-12,183.33,84.1,40.33,0
119,2024-01,183.33,157.74,93.38,80
119,2024-02,183.33,104.71,58.54,80
119,2024-03,183.33,205.34,190.84,0
119,2024-04,183.33,91.66,45.18,160
119,2024-05,183.33,123.55,47.18,0
119,2024-06,183.33,141.61,75.54,0
119,2024-07,183.33,115.96,121.31,80
119,2024-08,183.33,212.44,123.2,0
119,2024-09,183.33,187.51,69.95,80
119,2024-10,183.33,67.58,54.14,0
119,2024-11,183.33,279.46,77.64,0
119,2024-12,183.33,107.34,103.28,0
120,2023-01,416.67,295.82,149.11,160
120,2023-02,416.67,653.6,391.82,80
120,2023-03,416.67,214.23,214.64,0
120,2023-04,416.67,221.16,301.57,80
120,2023-05,416.67,224.62,363.08,0
120,2023-06,416.67,227.35,263.54,0
120,2023-07,416.67,374.63,129.92,160
120,2023-08,416.67,368.67,340.83,0
120,2023-09,416.67,232.21,290.45,160
120,2023-10,416.67,416.23,264.56,160
120,2023-11,416.67,198.79,220.51,80
120,2023-12,416.67,534.9,272.44,160
120,2024-01,416.67,350.46,236.53,0
120,2024-02,416.67,286.75,110.75,0
120,2024-03,416.67,343.79,184.59,0
120,2024-04,416.67,135.1,146.75,0
120,2024-05,416.67,349.69,350.16,160
120,2024-06,416.67,291.31,219.31,160
120,2024-07,416.67,215.97,144.12,80
120,2024-08,416.67,413.76,204.18,80
120,2024-09,416.67,286.51,333.17,80
120,2024-10,416.67,567.82,313.43,80
120,2024-11,416.67,367.6,309.5,80
120,2024-12,416.67,415.5,204.24,80
121,2023-01,291.67,428.29,260.65,80
121,2023-02,291.67,238.31,363.41,80
121,2023-03,291.67,237.24,137.73,80
121,2023-04,291.67,355.97,177.01,0
121,2023-05,291.67,527.72,258.94,80
121,2023-06,291.67,292.29,200.91,160
121,2023-07,291.67,269.51,178.31,80
121,2023-08,291.67,406.15,401.31,0
121,2023-09,291.67,657.69,390.26,160
121,2023-10,291.67,256.74,161.27,80
121,2023-11,291.67,157.42,128.03,80
121,2023-12,291.67,324.7,206.83,160
121,2024-01,291.67,449.73,167.43,0
121,2024-02,291.67,331.5,297.05,80
121,2024-03,291.67,447.43,182.6,0
121,2024-04,291.67,444.4,212.87,160
121,2024-05,291.67,130.84,187.99,160
121,2024-06,291.67,165.78,194.1,0
121,2024-07,291.67,600.03,251.3,80
121,2024-08,291.67,456.63,305.54,80
121,2024-09,291.67,607.75,334.1,80
121,2024-10,291.67,458.66,267.06,80
121,2024-11,291.67,424.11,289.02,80
121,2024-12,291.67,288.84,356.99,80
122,2023-01,183.33,309.15,417.53,80
122,2023-02,183.33,440.21,141.71,80
122,2023-03,183.33,132.36,173.24,160
122,2023-04,183.33,368.89,140.01,80
122,2023-05,183.33,343.86,135.88,160
122,2023-06,183.33,383.43,393.09,80
122,2023-07,183.33,418.2,244.96,80
122,2023-08,183.33,309.61,342.1,160
122,2023-09,183.33,243.49,166.69,80
122,2023-10,183.33,233.2,130.34,80
122,2023-11,183.33,410.27,226.56,0
122,2023-12,183.33,401.14,261.54,80
122,2024-01,183.33,415.07,165.47,80
122,2024-02,183.33,378.7,206.47,160
122,2024-03,183.33,295.54,123.66,160
122,2024-04,183.33,416.57,154.62,160
122,2024-05,183.33,612.06,328.26,0
122,2024-06,183.33,542.09,380.12,0
122,2024-07,183.33,656.22,232.14,80
122,2024-08,183.33,352.62,208.8,80
122,2024-09,183.33,438.96,240.59,80
122,2024-10,183.33,217.24,228.93,0
122,2024-11,183.33,223.78,133.05,80
122,2024-12,183.33,405.68,358.95,0
123,2023-01,183.33,287.3,194.97,80
123,2023-02,183.33,172.81,104.46,80
123,2023-03,183.33,81.89,56.85,80
123,2023-04,183.33,90.37,63.69,0
123,2023-05,183.33,235.89,99.03,0
123,2023-06,183.33,157.11,115.53,80
123,2023-07,183.33,107.58,152.29,0
123,2023-08,183.33,150.96,135.72,80
123,2023-09,183.33,141.93,150.58,0
123,2023-10,183.33,204.42,116.91,0
123,2023-11,183.33,264.75,101.43,80
123,2023-12,183.33,135.62,105.28,0
123,2024-01,183.33,61.51,50.51,0
123,2024-02,183.33,252.04,96.85,0
123,2024-03,183.33,229.46,105.8,80
123,2024-04,183.33,69.16,79.44,80
123,2024-05,183.33,194.33,130.31,0
123,2024-06,183.33,108.95,55.2,0
123,2024-07,183.33,85.55,74.29,0
123,2024-08,183.33,98.56,32.14,0
123,2024-09,183.33,151.6,46.66,80
123,2024-10,183.33,99.07,68.71,0
123,2024-11,183.33,82.29,133.25,80
123,2024-12,183.33,86.34,53.33,80
124,2023-01,183.33,124.61,80.36,0
124,2023-02,183.33,118.57,173.84,80
124,2023-03,183.33,143.38,118.62,0
124,2023-04,183.33,132.1,84.61,0
124,2023-05,183.33,126.71,114.52,80
124,2023-06,183.33,90.91,85.79,0
124,2023-07,183.33,205.09,84.62,80
124,2023-08,183.33,81.04,66.93,0
124,2023-09,183.33,119.85,117.18,0
124,2023-10,183.33,50.21,51.64,80
124,2023-11,183.33,106.32,114.49,0
124,2023-12,183.33,214.22,96.69,80
124,2024-01,183.33,290.43,194.82,0
124,2024-02,183.33,109.84,130.14,0
124,2024-03,183.33,64.61,77.54,0
124,2024-04,183.33,97.25,74.45,0
124,2024-05,183.33,118.69,113.65,80
124,2024-06,183.33,176.97,172.01,80
124,2024-07,183.33,214.79,85.04,80
124,2024-08,183.33,106.06,64.23,0
124,2024-09,183.33,103.32,55.92,0
124,2024-10,183.33,178.86,73.07,0
124,2024-11,183.33,65.28,74.43,80
124,2024-12,183.33,216,104.68,80
125,2023-01,183.33,239.54,384.02,0
125,2023-02,183.33,349.09,203.47,160
125,2023-03,183.33,376.92,192.74,80
125,2023-04,183.33,249.72,212.14,80
125,2023-05,183.33,170.28,262.14,160
125,2023-06,183.33,285.22,130.86,80
125,2023-07,183.33,241.44,285.75,160
125,2023-08,183.33,237,144.95,160
125,2023-09,183.33,294.66,192.44,80
125,2023-10,183.33,233.24,220.33,80
125,2023-11,183.33,381.92,121.78,0
125,2023-12,183.33,205.86,209.08,80
125,2024-01,183.33,406.9,256.4,80
125,2024-02,183.33,398.04,148.01,0
125,2024-03,183.33,164.11,142,0
125,2024-04,183.33,476.76,157.26,160
125,2024-05,183.33,245.16,193.04,80
125,2024-06,183.33,572.72,280.75,80
125,2024-07,183.33,240.85,333.66,160
125,2024-08,183.33,148.6,126.74,80
125,2024-09,183.33,265.22,204.73,80
125,2024-10,183.33,267.96,175.03,160
125,2024-11,183.33,582.27,364.15,160
125,2024-12,183.33,302.02,319.14,80
126,2023-01,291.67,0,0,0
126,2023-02,291.67,20.34,20.42,80
126,2023-03,291.67,24.39,22.97,0
126,2023-04,291.67,0,0,0
126,2023-05,291.67,0,0,80
126,2023-06,291.67,0,0,160
126,2023-07,291.67,0,0,0
126,2023-08,291.67,0,0,80
126,2023-09,291.67,23.1,29.92,0
126,2023-10,291.67,40.16,32.01,80
126,2023-11,291.67,0,0,0
126,2023-12,291.67,31.94,18.97,0
126,2024-01,291.67,0,0,0
126,2024-02,291.67,58.06,32.86,80
126,2024-03,291.67,42.5,28.99,0
126,2024-04,291.67,0,0,0
126,2024-05,291.67,0,0,0
126,2024-06,291.67,29.94,24.47,0
126,2024-07,291.67,44.24,17.23,0
126,2024-08,291.67,27.68,27.21,0
126,2024-09,291.67,0,0,0
126,2024-10,291.67,0,0,0
126,2024-11,291.67,30.57,35.87,0
126,2024-12,291.67,58.37,15.15,80
127,2023-01,291.67,612.77,216.38,160
127,2023-02,291.67,590.6,390.44,80
127,2023-03,291.67,206.94,398.5,80
127,2023-04,291.67,339.53,178.99,80
127,2023-05,291.67,519.69,217.88,80
127,2023-06,291.67,402.51,248.24,80
127,2023-07,291.67,402.01,203.99,80
127,2023-08,291.67,386.58,239.85,80
127,2023-09,291.67,267.98,125.08,160
127,2023-10,291.67,465.36,303.34,80
127,2023-11,291.67,253.98,218.85,80
127,2023-12,291.67,323.53,228.05,0
127,2024-01,291.67,396.42,200.34,80
127,2024-02,291.67,319.92,194.65,0
127,2024-03,291.67,381.36,133.03,0
127,2024-04,291.67,595.82,269.71,80
127,2024-05,291.67,158.49,172.12,0
127,2024-06,291.67,234.07,199.95,80
127,2024-07,291.67,214.81,287.64,160
127,2024-08,291.67,290.41,217.02,160
127,2024-09,291.67,334.2,124.05,80
127,2024-10,291.67,370.35,241.17,160
127,2024-11,291.67,395.6,186.57,80
127,2024-12,291.67,215.15,187.19,80
128,2023-01,183.33,140.95,230.97,80
128,2023-02,183.33,143.4,190.51,160
128,2023-03,183.33,591.67,282.99,160
128,2023-04,183.33,294.87,334.61,0
128,2023-05,183.33,483.52,137.39,160
128,2023-06,183.33,359.06,130.82,80
128,2023-07,183.33,316.01,128.1,80
128,2023-08,183.33,342.24,122.67,80
128,2023-09,183.33,164.29,288.68,0
128,2023-10,183.33,389.37,126.52,0
128,2023-11,183.33,327.73,186.11,80
128,2023-12,183.33,242.21,245.39,0
128,2024-01,183.33,246.76,274.75,80
128,2024-02,183.33,330.25,366.82,160
128,2024-03,183.33,239.74,126.73,160
128,2024-04,183.33,333.76,236.77,0
128,2024-05,183.33,305.95,313.01,80
128,2024-06,183.33,344.41,174.78,160
128,2024-07,183.33,508.34,238.63,160
128,2024-08,183.33,293.93,156.8,0
128,2024-09,183.33,349.7,224.81,80
128,2024-10,183.33,446.28,329.22,0
128,2024-11,183.33,347.84,91.68,160
128,2024-12,183.33,476.37,220.17,80
129,2023-01,416.67,330.28,200.89,0
129,2023-02,416.67,507.3,312.62,80
129,2023-03,416.67,451.95,335.2,80
129,2023-04,416.67,445.48,167.38,160
129,2023-05,416.67,371.03,271.56,160
129,2023-06,416.67,284.63,303.52,160
129,2023-07,416.67,163.52,139.57,160
129,2023-08,416.67,279.6,138.37,160
129,2023-09,416.67,230.35,119.07,80
