MemberID,Month,RoundsPlayed,CoachingSessions,TournamentsPlayed
104,2024-06,9,2,0
104,2024-07,7,0,1
104,2024-08,10,0,1
104,2024-09,10,1,0
104,2024-10,11,2,0
104,2024-11,6,2,0
104,2024-12,9,1,0
105,2023-01,2,0,0
105,2023-02,5,0,0
105,2023-03,2,0,0
105,2023-04,3,0,0
105,2023-05,5,1,0
105,2023-06,2,0,0
105,2023-07,3,0,0
105,2023-08,2,0,0
105,2023-09,4,1,0
105,2023-10,2,1,0
105,2023-11,2,0,0
105,2023-12,3,0,0
105,2024-01,4,1,1
105,2024-02,3,0,0
105,2024-03,4,0,0
105,2024-04,4,0,1
105,2024-05,5,0,0
105,2024-06,4,0,0
105,2024-07,5,0,0
105,2024-08,2,0,0
105,2024-09,4,1,0
105,2024-10,4,0,0
105,2024-11,2,1,0
105,2024-12,5,0,0
106,2023-01,4,1,0
106,2023-02,4,0,1
106,2023-03,5,1,0
106,2023-04,3,0,0
106,2023-05,3,1,0
106,2023-06,3,0,0
106,2023-07,4,1,0
106,2023-08,4,0,1
106,2023-09,3,1,0
106,2023-10,5,0,0
106,2023-11,4,0,0
106,2023-12,4,1,0
106,2024-01,5,0,0
106,2024-02,5,0,0
106,2024-03,4,1,0
106,2024-04,3,0,1
106,2024-05,2,1,0
106,2024-06,5,0,0
106,2024-07,5,0,0
106,2024-08,5,1,0
106,2024-09,2,0,0
106,2024-10,4,0,0
106,2024-11,2,0,1
106,2024-12,2,1,0
107,2023-01,7,2,0
107,2023-02,11,2,1
107,2023-03,8,0,0
107,2023-04,9,0,0
107,2023-05,7,2,1
107,2023-06,7,2,0
107,2023-07,6,2,0
107,2023-08,9,1,0
107,2023-09,11,1,1
107,2023-10,8,1,0
107,2023-11,7,2,0
107,2023-12,6,1,0
107,2024-01,8,1,0
107,2024-02,8,1,1
107,2024-03,6,2,0
107,2024-04,7,0,0
107,2024-05,8,1,0
107,2024-06,6,1,0
107,2024-07,6,1,0
107,2024-08,9,1,0
107,2024-09,7,1,1
107,2024-10,7,1,0
107,2024-11,7,1,1
107,2024-12,8,2,1
108,2023-01,9,2,0
108,2023-02,6,2,1
108,2023-03,7,2,0
108,2023-04,7,1,0
108,2023-05,6,2,0
108,2023-06,7,1,0
108,2023-07,8,0,0
108,2023-08,6,1,0
108,2023-09,9,2,0
108,2023-10,7,2,1
108,2023-11,8,0,0
108,2023-12,11,1,0
108,2024-01,6,0,1
108,2024-02,11,2,0
108,2024-03,9,1,1
108,2024-04,8,2,0
108,2024-05,7,1,0
108,2024-06,8,1,1
108,2024-07,8,1,0
108,2024-08,11,1,1
108,2024-09,11,2,1
108,2024-10,8,2,0
108,2024-11,6,0,1
108,2024-12,10,2,0
109,2023-01,4,1,0
109,2023-02,2,0,0
109,2023-03,3,0,0
109,2023-04,3,1,0
109,2023-05,3,1,0
109,2023-06,4,0,0
109,2023-07,3,1,0
109,2023-08,2,0,0
109,2023-09,2,0,0
109,2023-10,4,0,0
109,2023-11,4,1,0
109,2023-12,3,1,0
109,2024-01,4,0,0
109,2024-02,2,0,0
109,2024-03,3,1,0
109,2024-04,2,0,0
109,2024-05,3,1,0
109,2024-06,2,0,0
109,2024-07,5,1,0
109,2024-08,3,1,0
109,2024-09,2,0,1
109,2024-10,2,0,0
109,2024-11,5,0,0
109,2024-12,4,0,0
110,2023-01,6,1,0
110,2023-02,10,1,0
110,2023-03,7,1,0
110,2023-04,6,1,1
110,2023-05,8,1,1
110,2023-06,10,0,0
110,2023-07,6,1,1
110,2023-08,7,2,0
110,2023-09,10,0,1
110,2023-10,11,2,1
110,2023-11,8,1,0
110,2023-12,10,1,1
110,2024-01,10,1,1
110,2024-02,7,1,1
110,2024-03,10,2,0
110,2024-04,8,1,0
110,2024-05,8,1,1
110,2024-06,6,0,1
110,2024-07,6,2,1
110,2024-08,6,2,0
110,2024-09,9,2,1
110,2024-10,6,2,1
110,2024-11,8,1,0
110,2024-12,10,1,0
111,2023-01,7,2,0
111,2023-02,10,2,0
111,2023-03,7,2,1
111,2023-04,10,0,1
111,2023-05,10,1,0
111,2023-06,9,2,0
111,2023-07,11,2,0
111,2023-08,8,2,0
111,2023-09,6,2,0
111,2023-10,11,1,1
111,2023-11,6,2,0
111,2023-12,8,1,0
111,2024-01,8,1,1
111,2024-02,11,1,1
111,2024-03,6,1,1
111,2024-04,7,1,1
111,2024-05,6,2,0
111,2024-06,7,0,0
111,2024-07,9,0,1
111,2024-08,8,1,1
111,2024-09,8,0,1
111,2024-10,8,1,0
111,2024-11,10,1,0
111,2024-12,11,2,0
112,2023-01,6,2,0
112,2023-02,7,1,0
112,2023-03,8,2,0
112,2023-04,11,1,0
112,2023-05,9,2,0
112,2023-06,10,1,0
112,2023-07,9,0,0
112,2023-08,8,1,0
112,2023-09,8,0,0
112,2023-10,11,2,1
112,2023-11,7,0,0
112,2023-12,8,1,1
112,2024-01,11,1,0
112,2024-02,10,2,0
112,2024-03,6,2,0
112,2024-04,6,0,0
112,2024-05,9,1,1
112,2024-06,9,2,0
112,2024-07,9,1,0
112,2024-08,9,0,0
112,2024-09,9,0,1
112,2024-10,10,1,0
112,2024-11,9,1,0
112,2024-12,7,1,1
113,2023-01,6,1,0
113,2023-02,8,0,0
113,2023-03,7,1,1
113,2023-04,10,1,1
113,2023-05,11,2,1
113,2023-06,10,2,1
113,2023-07,7,0,0
113,2023-08,10,1,0
113,2023-09,6,1,0
113,2023-10,11,1,0
113,2023-11,8,1,1
113,2023-12,7,1,0
113,2024-01,8,2,1
113,2024-02,11,2,0
113,2024-03,7,2,1
113,2024-04,10,0,1
113,2024-05,11,2,1
113,2024-06,6,1,0
113,2024-07,11,2,0
113,2024-08,10,1,0
113,2024-09,10,1,0
113,2024-10,8,1,0
113,2024-11,9,1,0
113,2024-12,10,2,1
114,2023-01,11,1,0
114,2023-02,7,2,0
114,2023-03,9,1,0
114,2023-04,11,2,1
114,2023-05,6,2,1
114,2023-06,9,0,1
114,2023-07,10,0,0
114,2023-08,8,0,0
114,2023-09,6,2,0
114,2023-10,7,2,1
114,2023-11,6,1,0
114,2023-12,10,0,1
114,2024-01,9,2,0
114,2024-02,8,2,0
114,2024-03,9,1,0
114,2024-04,8,1,0
114,2024-05,8,0,0
114,2024-06,10,1,0
114,2024-07,10,1,1
114,2024-08,6,2,0
114,2024-09,8,2,0
114,2024-10,10,1,0
114,2024-11,10,1,0
114,2024-12,8,2,0
115,2023-01,8,1,0
115,2023-02,10,1,0
115,2023-03,9,1,1
115,2023-04,9,1,0
115,2023-05,7,2,0
115,2023-06,10,1,0
115,2023-07,8,0,0
115,2023-08,9,2,0
115,2023-09,10,0,0
115,2023-10,6,1,0
115,2023-11,10,2,1
115,2023-12,6,2,1
115,2024-01,8,1,0
115,2024-02,10,2,0
115,2024-03,11,2,1
115,2024-04,8,1,0
115,2024-05,6,0,1
115,2024-06,8,1,1
115,2024-07,6,2,0
115,2024-08,7,2,0
115,2024-09,6,1,0
115,2024-10,11,2,0
115,2024-11,7,1,0
115,2024-12,6,2,0
116,2023-01,8,1,1
116,2023-02,9,0,0
116,2023-03,7,2,0
116,2023-04,9,0,1
116,2023-05,11,2,0
116,2023-06,7,2,1
116,2023-07,8,1,0
116,2023-08,11,2,0
116,2023-09,7,2,0
116,2023-10,10,1,0
116,2023-11,10,1,1
116,2023-12,9,2,0
116,2024-01,6,1,0
116,2024-02,10,1,0
116,2024-03,11,2,1
116,2024-04,10,0,1
116,2024-05,11,1,0
116,2024-06,7,1,0
116,2024-07,7,1,0
116,2024-08,11,1,0
116,2024-09,10,2,0
116,2024-10,7,2,0
116,2024-11,10,0,0
116,2024-12,7,2,0
117,2023-01,4,1,0
117,2023-02,2,0,0
117,2023-03,3,0,0
117,2023-04,4,0,0
117,2023-05,5,0,0
117,2023-06,3,0,0
117,2023-07,3,0,0
117,2023-08,5,0,0
117,2023-09,4,0,0
117,2023-10,4,0,0
117,2023-11,5,0,0
117,2023-12,4,0,0
117,2024-01,5,0,0
117,2024-02,2,0,0
117,2024-03,4,1,1
117,2024-04,3,1,0
117,2024-05,2,2,0
117,2024-06,3,0,0
117,2024-07,2,1,0
117,2024-08,5,1,0
117,2024-09,3,0,0
117,2024-10,5,1,0
117,2024-11,5,0,0
117,2024-12,3,1,0
118,2023-01,11,1,0
118,2023-02,10,0,0
118,2023-03,6,1,0
118,2023-04,8,1,0
118,2023-05,6,0,1
118,2023-06,10,1,0
118,2023-07,6,1,0
118,2023-08,7,0,0
118,2023-09,9,1,1
118,2023-10,7,1,0
118,2023-11,7,1,1
118,2023-12,8,2,0
118,2024-01,10,2,0
118,2024-02,8,1,1
118,2024-03,9,1,0
118,2024-04,8,2,1
118,2024-05,8,2,0
118,2024-06,8,2,0
118,2024-07,10,2,0
118,2024-08,10,1,0
118,2024-09,6,1,1
118,2024-10,8,1,1
118,2024-11,10,2,0
118,2024-12,8,0,0
119,2023-01,3,0,0
119,2023-02,4,1,0
119,2023-03,5,0,0
119,2023-04,4,1,0
119,2023-05,5,0,0
119,2023-06,3,0,0
119,2023-07,3,0,0
119,2023-08,4,0,0
119,2023-09,4,2,0
119,2023-10,3,1,0
119,2023-11,3,1,0
119,2023-12,2,0,0
119,2024-01,3,1,0
119,2024-02,2,1,0
119,2024-03,5,0,0
119,2024-04,2,2,0
119,2024-05,3,0,0
119,2024-06,3,0,0
119,2024-07,4,1,0
119,2024-08,4,0,0
119,2024-09,4,1,0
119,2024-10,2,0,0
119,2024-11,5,0,1
119,2024-12,4,0,0
120,2023-01,8,2,0
120,2023-02,11,1,0
120,2023-03,8,0,1
120,2023-04,9,1,0
120,2023-05,10,0,0
120,2023-06,7,0,0
120,2023-07,8,2,1
120,2023-08,9,0,0
120,2023-09,10,2,0
120,2023-10,7,2,0
120,2023-11,6,1,0
120,2023-12,11,2,0
120,2024-01,7,0,0
120,2024-02,7,0,0
120,2024-03,6,0,0
120,2024-04,6,0,0
120,2024-05,9,2,0
120,2024-06,9,2,1
120,2024-07,6,1,0
120,2024-08,11,1,1
120,2024-09,11,1,1
120,2024-10,10,1,0
120,2024-11,11,1,1
120,2024-12,9,1,0
121,2023-01,10,1,1
121,2023-02,11,1,0
121,2023-03,7,1,0
121,2023-04,7,0,1
121,2023-05,11,1,1
121,2023-06,11,2,0
121,2023-07,7,1,0
121,2023-08,11,0,0
121,2023-09,11,2,1
121,2023-10,9,1,0
121,2023-11,6,1,1
121,2023-12,6,2,1
121,2024-01,11,0,0
121,2024-02,8,1,0
121,2024-03,8,0,0
121,2024-04,8,2,0
121,2024-05,6,2,1
121,2024-06,6,0,1
121,2024-07,11,1,0
121,2024-08,9,1,0
121,2024-09,11,1,0
121,2024-10,11,1,0
121,2024-11,9,1,1
121,2024-12,9,1,0
122,2023-01,11,1,0
122,2023-02,8,1,0
122,2023-03,6,2,1
122,2023-04,9,1,1
122,2023-05,6,2,0
122,2023-06,11,1,1
122,2023-07,8,1,1
122,2023-08,11,2,0
122,2023-09,7,1,0
122,2023-10,6,1,0
122,2023-11,8,0,0
122,2023-12,7,1,0
122,2024-01,7,1,0
122,2024-02,7,2,1
122,2024-03,7,2,0
122,2024-04,10,2,0
122,2024-05,11,0,0
122,2024-06,10,0,0
122,2024-07,11,1,0
122,2024-08,11,1,1
122,2024-09,11,1,1
122,2024-10,6,0,0
122,2024-11,8,1,1
122,2024-12,10,0,0
123,2023-01,5,1,0
123,2023-02,4,1,0
123,2023-03,2,1,0
123,2023-04,2,0,0
123,2023-05,4,0,0
123,2023-06,3,1,1
123,2023-07,5,0,0
123,2023-08,5,1,1
123,2023-09,4,0,1
123,2023-10,5,0,0
123,2023-11,5,1,0
123,2023-12,3,0,0
123,2024-01,2,0,0
123,2024-02,5,0,0
123,2024-03,5,1,0
123,2024-04,2,1,0
123,2024-05,4,0,0
123,2024-06,2,0,0
123,2024-07,3,0,0
123,2024-08,2,0,0
123,2024-09,3,1,0
123,2024-10,2,0,0
123,2024-11,4,1,0
123,2024-12,2,1,0
124,2023-01,4,0,0
124,2023-02,5,1,0
124,2023-03,4,0,0
124,2023-04,5,0,0
124,2023-05,4,1,0
124,2023-06,3,0,0
124,2023-07,4,1,0
124,2023-08,2,0,0
124,2023-09,4,0,0
124,2023-10,2,1,0
124,2023-11,3,0,1
124,2023-12,4,1,0
124,2024-01,5,0,0
124,2024-02,5,0,1
124,2024-03,3,0,0
124,2024-04,2,0,0
124,2024-05,4,1,0
124,2024-06,5,1,0
124,2024-07,4,1,0
124,2024-08,4,0,0
124,2024-09,3,0,0
124,2024-10,3,0,0
124,2024-11,2,1,0
124,2024-12,5,1,1
125,2023-01,11,0,0
125,2023-02,7,2,0
125,2023-03,9,1,1
125,2023-04,11,1,0
125,2023-05,8,2,0
125,2023-06,6,1,0
125,2023-07,10,2,1
125,2023-08,6,2,0
125,2023-09,6,1,0
125,2023-10,6,1,0
125,2023-11,8,0,0
125,2023-12,8,1,0
125,2024-01,9,1,0
125,2024-02,8,0,0
125,2024-03,8,0,0
125,2024-04,10,2,0
125,2024-05,7,1,0
125,2024-06,10,1,0
125,2024-07,9,2,1
125,2024-08,6,1,0
125,2024-09,7,1,0
125,2024-10,7,2,0
125,2024-11,10,2,1
125,2024-12,11,1,0
126,2023-01,0,0,0
126,2023-02,1,1,1
126,2023-03,1,0,0
126,2023-04,0,0,0
126,2023-05,0,1,1
126,2023-06,0,2,1
126,2023-07,0,0,0
126,2023-08,0,1,0
126,2023-09,1,0,0
126,2023-10,1,1,0
126,2023-11,0,0,0
126,2023-12,1,0,0
126,2024-01,0,0,0
126,2024-02,1,1,0
126,2024-03,1,0,0
126,2024-04,0,0,0
126,2024-05,0,0,0
126,2024-06,1,0,0
126,2024-07,1,0,0
126,2024-08,1,0,0
126,2024-09,0,0,1
126,2024-10,0,0,0
126,2024-11,1,0,0
126,2024-12,1,1,1
127,2023-01,11,2,1
127,2023-02,10,1,1
127,2023-03,10,1,0
127,2023-04,7,1,1
127,2023-05,10,1,0
127,2023-06,8,1,0
127,2023-07,7,1,0
127,2023-08,9,1,1
127,2023-09,6,2,0
127,2023-10,8,1,0
127,2023-11,7,1,0
127,2023-12,6,0,1
127,2024-01,8,1,0
127,2024-02,6,0,0
127,2024-03,8,0,0
127,2024-04,10,1,0
127,2024-05,6,0,1
127,2024-06,7,1,0
127,2024-07,8,2,0
127,2024-08,8,2,0
127,2024-09,6,1,0
127,2024-10,11,2,0
127,2024-11,7,1,0
127,2024-12,7,1,0
128,2023-01,7,1,0
128,2023-02,7,2,0
128,2023-03,10,2,0
128,2023-04,9,0,0
128,2023-05,9,2,0
128,2023-06,7,1,0
128,2023-07,8,1,0
128,2023-08,6,1,0
128,2023-09,8,0,0
128,2023-10,8,0,1
128,2023-11,10,1,0
128,2023-12,7,0,0
128,2024-01,10,1,0
128,2024-02,11,2,1
128,2024-03,7,2,0
128,2024-04,7,0,0
128,2024-05,9,1,0
128,2024-06,6,2,1
128,2024-07,9,2,0
128,2024-08,6,0,0
128,2024-09,6,1,0
128,2024-10,11,0,0
128,2024-11,6,2,1
128,2024-12,8,1,0
129,2023-01,7,0,0
129,2023-02,9,1,0
129,2023-03,10,1,1
129,2023-04,10,2,1
129,2023-05,11,2,1
129,2023-06,10,2,0
129,2023-07,6,2,0
129,2023-08,7,2,0
129,2023-09,6,1,0
129,2023-10,10,2,0
129,2023-11,6,2,0
129,2023-12,7,2,0
129,2024-01,6,2,0
129,2024-02,9,2,0
129,2024-03,6,1,1
129,2024-04,6,2,1
129,2024-05,11,0,1
129,2024-06,8,2,1
129,2024-07,11,0,0
129,2024-08,9,1,1
129,2024-09,7,2,0
129,2024-10,6,1,1
129,2024-11,10,0,1
129,2024-12,10,2,1
130,2023-01,8,1,1
130,2023-02,8,2,0
130,2023-03,6,2,0
130,2023-04,6,2,0
130,2023-05,10,1,0
130,2023-06,7,1,1
130,2023-07,8,2,1
130,2023-08,11,1,0
130,2023-09,7,2,1
130,2023-10,9,1,1
130,2023-11,11,0,0
130,2023-12,7,1,0
130,2024-01,10,0,0
130,2024-02,8,0,0
130,2024-03,10,1,0
130,2024-04,9,2,1
130,2024-05,9,0,0
130,2024-06,6,1,0
130,2024-07,10,1,1
130,2024-08,6,1,1
130,2024-09,10,2,0
130,2024-10,9,1,0
130,2024-11,8,0,0
130,2024-12,6,0,1
131,2023-01,0,0,0
131,2023-02,0,1,1
131,2023-03,0,1,0
131,2023-04,1,1,0
131,2023-05,0,1,0
131,2023-06,1,0,0
131,2023-07,0,0,0
131,2023-08,1,0,0
131,2023-09,1,1,0
131,2023-10,0,0,0
131,2023-11,1,0,0
131,2023-12,1,0,0
131,2024-01,0,0,0
131,2024-02,0,1,0
131,2024-03,0,0,0
131,2024-04,1,1,0
131,2024-05,1,0,0
131,2024-06,1,0,0
131,2024-07,1,0,0
131,2024-08,1,2,0
131,2024-09,1,1,0
131,2024-10,0,0,0
131,2024-11,1,0,0
131,2024-12,1,1,0
132,2023-01,0,0,0
132,2023-02,0,0,0
132,2023-03,0,0,0
132,2023-04,0,1,0
132,2023-05,1,0,0
132,2023-06,1,0,0
132,2023-07,0,0,0
132,2023-08,0,0,1
132,2023-09,1,0,0
132,2023-10,0,0,0
132,2023-11,1,0,0
132,2023-12,1,0,0
132,2024-01,0,1,0
132,2024-02,1,0,0
132,2024-03,1,1,0
132,2024-04,1,0,1
132,2024-05,0,0,0
132,2024-06,1,1,0
132,2024-07,1,0,0
132,2024-08,0,0,0
132,2024-09,1,0,0
132,2024-10,1,0,0
132,2024-11,1,0,0
132,2024-12,0,1,0
133,2023-01,2,0,0
133,2023-02,5,0,0
133,2023-03,3,0,1
133,2023-04,5,1,0
133,2023-05,2,0,0
133,2023-06,4,0,0
133,2023-07,3,0,0
133,2023-08,2,1,0
133,2023-09,2,1,0
133,2023-10,5,0,0
133,2023-11,3,0,0
133,2023-12,3,0,0
133,2024-01,5,0,0
133,2024-02,2,1,0
133,2024-03,2,0,1
133,2024-04,3,2,0
133,2024-05,4,0,0
133,2024-06,3,0,0
133,2024-07,4,2,1
133,2024-08,2,2,0
133,2024-09,3,0,0
133,2024-10,4,2,0
133,2024-11,2,0,0
133,2024-12,5,0,0
134,2023-01,3,0,0
134,2023-02,5,1,0
134,2023-03,5,2,0
134,2023-04,4,1,0
134,2023-05,5,0,0
134,2023-06,3,1,0
134,2023-07,2,1,0
134,2023-08,3,0,0
134,2023-09,3,0,0
134,2023-10,4,0,0
134,2023-11,3,0,0
134,2023-12,5,0,0
134,2024-01,3,0,0
134,2024-02,2,0,0
134,2024-03,3,1,0
134,2024-04,4,2,0
134,2024-05,5,0,0
134,2024-06,2,1,0
134,2024-07,4,1,0
134,2024-08,5,2,0
134,2024-09,2,0,0
134,2024-10,4,0,0
134,2024-11,5,0,0
134,2024-12,4,1,1
135,2023-01,3,0,0
135,2023-02,3,0,0
135,2023-03,3,1,1
135,2023-04,3,2,0
135,2023-05,5,0,0
135,2023-06,3,0,0
135,2023-07,4,0,0
135,2023-08,3,0,0
135,2023-09,2,0,0
135,2023-10,5,0,0
135,2023-11,5,0,0
135,2023-12,2,0,1
135,2024-01,4,0,0
135,2024-02,3,0,0
135,2024-03,4,0,0
135,2024-04,5,2,0
135,2024-05,5,0,0
135,2024-06,4,0,0
135,2024-07,5,0,1
135,2024-08,2,0,0
135,2024-09,3,0,0
135,2024-10,3,0,0
135,2024-11,5,0,0
135,2024-12,4,0,0
136,2023-01,3,0,0
136,2023-02,3,0,0
136,2023-03,2,1,0
136,2023-04,2,1,0
136,2023-05,2,0,0
136,2023-06,4,1,0
136,2023-07,2,1,0
136,2023-08,2,0,0
136,2023-09,5,1,0
136,2023-10,3,2,0
136,2023-11,5,1,0
136,2023-12,5,0,0
136,2024-01,3,0,0
136,2024-02,2,0,0
136,2024-03,4,0,0
136,2024-04,4,0,0
136,2024-05,4,0,0
136,2024-06,4,1,0
136,2024-07,4,0,0
136,2024-08,4,0,0
136,2024-09,3,0,0
136,2024-10,5,0,0
136,2024-11,3,2,0
136,2024-12,3,0,0
137,2023-01,1,0,1
137,2023-02,0,1,0
137,2023-03,1,1,0
137,2023-04,0,0,0
137,2023-05,1,0,0
137,2023-06,1,1,0
137,2023-07,0,0,0
137,2023-08,1,0,0
137,2023-09,0,0,0
137,2023-10,0,1,0
137,2023-11,0,1,0
137,2023-12,0,0,0
137,2024-01,0,1,1
137,2024-02,0,0,0
137,2024-03,0,0,0
137,2024-04,1,1,0
137,2024-05,1,1,1
137,2024-06,0,0,0
137,2024-07,1,0,0
137,2024-08,0,0,0
137,2024-09,1,1,0
137,2024-10,0,1,0
137,2024-11,0,0,0
137,2024-12,0,0,0
138,2023-01,8,1,1
138,2023-02,9,1,0
138,2023-03,9,1,0
138,2023-04,7,1,0
138,2023-05,8,1,0
138,2023-06,8,1,0
138,2023-07,9,0,0
138,2023-08,11,1,0
138,2023-09,11,2,0
138,2023-10,10,2,1
138,2023-11,9,0,0
138,2023-12,8,0,0
138,2024-01,7,1,0
138,2024-02,8,1,0
138,2024-03,11,0,0
138,2024-04,10,2,0
138,2024-05,7,0,1
138,2024-06,6,2,0
138,2024-07,9,1,0
138,2024-08,8,1,1
138,2024-09,11,0,0
138,2024-10,8,1,1
138,2024-11,11,1,0
138,2024-12,7,0,0
139,2023-01,8,0,1
139,2023-02,8,2,0
139,2023-03,7,2,0
139,2023-04,8,2,0
139,2023-05,8,1,1
139,2023-06,9,2,0
139,2023-07,6,1,0
139,2023-08,8,2,0
139,2023-09,6,0,0
139,2023-10,11,1,0
139,2023-11,6,2,1
139,2023-12,9,0,0
139,2024-01,9,2,0
139,2024-02,10,2,0
139,2024-03,7,2,0
139,2024-04,8,1,1
139,2024-05,7,1,1
139,2024-06,8,2,1
139,2024-07,11,0,1
139,2024-08,9,1,0
139,2024-09,10,2,0
139,2024-10,7,1,0
139,2024-11,8,1,0
139,2024-12,6,2,0
140,2023-01,8,2,1
140,2023-02,11,1,0
140,2023-03,8,0,0
140,2023-04,8,2,0
140,2023-05,10,1,0
140,2023-06,11,1,0
140,2023-07,11,0,1
140,2023-08,7,1,1
140,2023-09,11,2,0
140,2023-10,6,0,1
140,2023-11,8,1,0
140,2023-12,10,1,0
140,2024-01,10,1,1
140,2024-02,7,1,0
140,2024-03,8,1,1
140,2024-04,11,2,0
140,2024-05,8,1,0
140,2024-06,11,1,0
140,2024-07,9,1,0
140,2024-08,11,2,0
140,2024-09,6,1,0
140,2024-10,11,0,1
140,2024-11,8,1,1
140,2024-12,10,1,0
141,2023-01,8,1,0
141,2023-02,11,0,0
141,2023-03,7,2,0
141,2023-04,11,1,1
141,2023-05,9,1,0
141,2023-06,9,0,0
141,2023-07,10,1,0
141,2023-08,8,2,0
141,2023-09,6,0,0
141,2023-10,7,2,0
141,2023-11,7,1,0
141,2023-12,10,1,0
141,2024-01,8,1,1
141,2024-02,6,2,0
141,2024-03,8,1,0
141,2024-04,7,2,0
141,2024-05,7,1,0
141,2024-06,7,1,1
141,2024-07,8,1,0
141,2024-08,10,0,0
141,2024-09,9,1,1
141,2024-10,8,2,1
141,2024-11,8,1,0
141,2024-12,7,1,0
142,2023-01,11,1,0
142,2023-02,7,1,0
142,2023-03,7,1,1
142,2023-04,9,2,1
142,2023-05,11,2,0
142,2023-06,10,1,0
142,2023-07,8,2,1
142,2023-08,8,1,1
142,2023-09,11,1,0
142,2023-10,11,1,1
142,2023-11,10,1,0
142,2023-12,9,2,1
142,2024-01,9,2,0
142,2024-02,10,2,0
142,2024-03,9,0,0
142,2024-04,7,2,1
142,2024-05,11,2,0
142,2024-06,7,0,1
142,2024-07,6,0,0
142,2024-08,11,2,1
142,2024-09,6,1,0
142,2024-10,7,0,1
142,2024-11,7,1,0
142,2024-12,6,1,0
143,2023-01,3,0,0
143,2023-02,5,0,0
143,2023-03,5,1,0
143,2023-04,5,0,0
143,2023-05,5,0,0
143,2023-06,5,0,0
143,2023-07,2,0,0
143,2023-08,4,0,0
143,2023-09,2,1,0
143,2023-10,3,1,0
143,2023-11,2,1,0
143,2023-12,2,0,0
143,2024-01,3,1,0
143,2024-02,2,0,0
143,2024-03,4,0,0
143,2024-04,5,1,0
143,2024-05,4,0,0
143,2024-06,3,0,0
143,2024-07,2,0,1
143,2024-08,4,0,0
143,2024-09,4,0,0
143,2024-10,2,1,0
143,2024-11,2,1,1
143,2024-12,5,1,0
144,2023-01,11,0,0
144,2023-02,8,2,1
144,2023-03,6,1,0
144,2023-04,6,2,0
144,2023-05,10,2,0
144,2023-06,11,1,0
144,2023-07,8,1,1
144,2023-08,9,2,0
144,2023-09,6,0,0
144,2023-10,10,2,0
144,2023-11,11,2,0
144,2023-12,10,1,0
144,2024-01,6,1,0
144,2024-02,10,1,0
144,2024-03,8,2,1
144,2024-04,9,2,0
144,2024-05,10,2,0
144,2024-06,10,1,1
144,2024-07,6,1,0
144,2024-08,8,1,0
144,2024-09,11,2,0
144,2024-10,10,1,1
144,2024-11,11,1,0
144,2024-12,8,2,0
145,2023-01,1,1,0
145,2023-02,0,0,0
145,2023-03,1,0,0
145,2023-04,0,0,1
145,2023-05,0,0,0
145,2023-06,0,0,1
145,2023-07,1,1,0
145,2023-08,1,1,0
145,2023-09,1,0,0
145,2023-10,0,1,0
145,2023-11,1,1,0
145,2023-12,0,0,0
145,2024-01,0,0,0
145,2024-02,1,0,0
145,2024-03,0,0,1
145,2024-04,0,0,0
145,2024-05,0,0,0
145,2024-06,0,0,0
145,2024-07,0,0,0
145,2024-08,0,0,0
145,2024-09,0,2,0
145,2024-10,1,0,0
145,2024-11,1,1,0
145,2024-12,1,0,0
146,2023-01,10,1,0
146,2023-02,8,2,0
146,2023-03,8,1,1
146,2023-04,9,0,1
146,2023-05,8,1,0
146,2023-06,9,1,0
146,2023-07,8,2,0
146,2023-08,10,2,0
146,2023-09,9,0,0
146,2023-10,6,1,0
146,2023-11,6,1,0
146,2023-12,8,1,1
146,2024-01,7,1,0
146,2024-02,9,1,0
146,2024-03,9,1,0
146,2024-04,10,2,1
146,2024-05,8,2,0
146,2024-06,8,0,0
146,2024-07,7,2,1
146,2024-08,9,1,1
146,2024-09,8,0,1
146,2024-10,8,2,0
146,2024-11,11,0,0
146,2024-12,8,1,1
147,2023-01,2,0,0
147,2023-02,4,0,0
147,2023-03,5,1,0
147,2023-04,2,0,0
147,2023-05,4,1,0
147,2023-06,3,0,0
147,2023-07,4,1,0
147,2023-08,4,0,0
147,2023-09,5,0,0
147,2023-10,5,0,0
147,2023-11,3,1,0
147,2023-12,2,0,0
147,2024-01,2,1,0
147,2024-02,5,0,0
147,2024-03,3,0,0
147,2024-04,2,1,0
147,2024-05,2,0,0
147,2024-06,3,0,0
147,2024-07,3,0,0
147,2024-08,2,1,0
147,2024-09,5,0,0
147,2024-10,4,1,0
147,2024-11,5,1,0
147,2024-12,3,1,0
148,2023-01,0,0,0
148,2023-02,0,0,0
148,2023-03,1,0,0
148,2023-04,0,0,0
148,2023-05,1,1,0
148,2023-06,0,0,0
148,2023-07,0,0,0
148,2023-08,1,0,0
148,2023-09,0,0,0
148,2023-10,1,2,0
148,2023-11,1,0,0
148,2023-12,0,1,0
148,2024-01,1,0,0
148,2024-02,1,0,0
148,2024-03,0,0,0
148,2024-04,1,1,1
148,2024-05,1,1,0
148,2024-06,0,1,0
148,2024-07,1,1,0
148,2024-08,0,1,0
148,2024-09,0,0,0
148,2024-10,1,0,0
148,2024-11,1,0,1
148,2024-12,0,0,0
149,2023-01,9,1,0
149,2023-02,11,2,0
149,2023-03,9,2,0
149,2023-04,11,2,1
149,2023-05,6,2,0
149,2023-06,10,2,0
149,2023-07,11,1,0
149,2023-08,8,2,0
149,2023-09,11,0,0
149,2023-10,10,1,0
149,2023-11,11,2,0
