MemberID,PlayDate,Course,HolesPlayed,Score,TeeTime
34,12/05/2023,East Course,9,89,Afternoon
34,29/07/2023,West Course,9,102,Morning
34,20/04/2023,East Course,18,93,Afternoon
34,18/04/2024,West Course,18,85,Morning
34,16/07/2024,West Course,18,96,Morning
34,10/05/2024,East Course,9,83,Morning
34,31/05/2024,West Course,18,96,Afternoon
34,29/01/2024,East Course,9,70,Afternoon
34,21/04/2024,East Course,9,77,Morning
34,01/05/2023,West Course,18,86,Morning
34,07/06/2023,West Course,18,105,Morning
34,25/04/2024,East Course,18,91,Morning
34,20/02/2023,East Course,18,77,Afternoon
34,21/11/2024,West Course,9,86,Morning
34,27/10/2023,East Course,18,70,Morning
34,04/08/2023,West Course,18,98,Afternoon
34,07/12/2023,East Course,9,97,Morning
34,12/01/2024,West Course,9,105,Morning
34,10/05/2023,East Course,18,88,Morning
34,01/03/2024,East Course,9,88,Morning
34,24/04/2023,West Course,9,95,Afternoon
34,20/10/2023,East Course,18,77,Morning
34,29/11/2024,West Course,18,105,Morning
34,08/08/2023,West Course,18,100,Morning
34,06/05/2024,East Course,9,84,Afternoon
34,26/11/2023,East Course,18,79,Afternoon
34,14/04/2024,West Course,18,101,Afternoon
34,16/03/2024,West Course,9,80,Afternoon
35,29/04/2023,East Course,9,79,Afternoon
35,15/03/2023,West Course,18,84,Afternoon
35,29/08/2023,West Course,18,102,Afternoon
35,10/08/2023,East Course,9,91,Afternoon
35,26/05/2023,West Course,18,83,Afternoon
35,14/05/2024,East Course,9,83,Morning
35,30/11/2023,West Course,18,77,Afternoon
35,19/04/2023,West Course,18,97,Afternoon
35,03/03/2024,West Course,9,95,Morning
35,01/12/2023,East Course,9,84,Afternoon
35,24/02/2023,West Course,18,84,Afternoon
35,17/04/2024,West Course,18,88,Afternoon
35,15/05/2024,West Course,9,86,Afternoon
35,09/04/2023,East Course,9,73,Morning
35,11/12/2023,West Course,9,85,Afternoon
35,08/03/2024,West Course,9,72,Morning
35,19/09/2024,West Course,9,72,Afternoon
35,13/07/2024,West Course,9,105,Morning
35,06/06/2023,East Course,9,86,Morning
35,02/09/2024,East Course,18,86,Morning
35,19/06/2024,East Course,18,88,Afternoon
35,27/02/2023,West Course,18,101,Morning
35,16/07/2024,East Course,18,78,Afternoon
35,27/09/2024,West Course,18,78,Morning
35,28/04/2024,East Course,9,105,Afternoon
35,20/11/2023,West Course,9,92,Morning
35,07/09/2023,East Course,9,88,Afternoon
35,30/11/2023,West Course,9,84,Afternoon
35,16/05/2024,East Course,18,80,Morning
35,19/03/2023,East Course,18,72,Morning
35,06/01/2024,East Course,18,75,Morning
35,06/07/2024,East Course,9,99,Morning
35,25/04/2023,West Course,9,77,Morning
35,22/01/2023,West Course,18,90,Afternoon
35,30/01/2024,East Course,18,70,Morning
35,14/02/2024,West Course,9,101,Afternoon
35,24/12/2023,West Course,18,90,Morning
35,10/07/2023,East Course,9,99,Afternoon
35,03/10/2023,East Course,18,104,Afternoon
35,02/10/2024,East Course,9,77,Afternoon
35,07/11/2024,West Course,18,78,Morning
35,25/09/2024,East Course,9,74,Morning
35,14/03/2024,East Course,9,86,Morning
35,07/08/2024,West Course,9,88,Morning
36,06/11/2024,East Course,9,72,Afternoon
36,28/02/2023,East Course,18,70,Afternoon
36,21/07/2023,West Course,9,75,Afternoon
36,24/09/2024,East Course,18,98,Morning
36,07/02/2024,West Course,9,93,Afternoon
36,17/08/2024,West Course,18,95,Afternoon
36,28/11/2024,West Course,9,101,Afternoon
36,08/05/2023,West Course,9,87,Afternoon
36,16/01/2023,East Course,9,76,Afternoon
36,21/09/2024,East Course,18,89,Morning
36,08/07/2023,West Course,18,78,Morning
36,08/01/2023,East Course,9,100,Morning
36,15/11/2024,West Course,9,78,Afternoon
36,10/12/2023,West Course,9,90,Afternoon
36,13/07/2023,East Course,9,82,Afternoon
36,27/09/2024,East Course,18,80,Morning
36,24/03/2024,East Course,9,102,Morning
36,19/03/2024,West Course,18,82,Afternoon
36,04/02/2024,West Course,9,90,Morning
36,10/09/2024,East Course,9,96,Morning
36,10/08/2024,West Course,18,82,Afternoon
36,31/01/2023,East Course,18,92,Morning
36,27/07/2023,East Course,18,95,Afternoon
36,11/10/2023,West Course,9,100,Morning
36,14/12/2023,East Course,9,94,Morning
36,18/10/2024,East Course,18,70,Morning
36,16/04/2024,West Course,18,86,Afternoon
36,10/03/2024,West Course,18,86,Afternoon
36,01/09/2023,West Course,18,90,Afternoon
36,20/10/2023,West Course,18,86,Morning
36,22/11/2023,West Course,9,70,Afternoon
36,22/09/2024,West Course,18,83,Afternoon
36,13/04/2024,East Course,9,71,Afternoon
36,06/01/2023,West Course,9,80,Afternoon
36,05/10/2023,East Course,18,101,Morning
36,10/01/2023,East Course,9,94,Afternoon
36,12/03/2023,East Course,18,84,Afternoon
36,27/09/2023,West Course,18,79,Morning
36,06/11/2024,East Course,9,80,Morning
36,19/05/2023,East Course,18,92,Afternoon
36,27/04/2023,East Course,18,95,Morning
36,25/02/2023,East Course,9,98,Morning
36,09/08/2023,East Course,9,84,Afternoon
36,08/10/2024,West Course,18,98,Afternoon
36,10/11/2023,East Course,18,78,Afternoon
36,05/07/2023,East Course,18,76,Afternoon
36,19/07/2024,West Course,9,88,Morning
36,14/09/2023,East Course,9,89,Afternoon
36,06/10/2023,East Course,9,72,Morning
37,13/01/2023,West Course,18,83,Afternoon
37,24/09/2023,West Course,9,71,Morning
37,27/05/2023,West Course,9,76,Morning
37,25/06/2023,West Course,18,101,Afternoon
37,06/11/2024,West Course,18,83,Morning
37,12/07/2024,East Course,9,95,Afternoon
37,24/09/2023,West Course,18,91,Afternoon
37,04/07/2023,West Course,9,83,Morning
37,12/10/2024,East Course,18,100,Afternoon
37,31/05/2024,East Course,18,70,Afternoon
37,29/02/2024,West Course,18,95,Afternoon
37,11/09/2023,East Course,18,102,Morning
37,30/01/2024,East Course,9,77,Morning
37,19/02/2023,East Course,9,95,Morning
37,22/02/2023,West Course,9,83,Afternoon
37,19/02/2023,West Course,18,94,Afternoon
37,21/05/2024,East Course,9,74,Afternoon
37,01/03/2024,West Course,9,90,Afternoon
37,30/04/2023,West Course,18,70,Morning
37,17/05/2024,East Course,18,94,Afternoon
37,16/05/2024,West Course,18,100,Morning
37,11/12/2023,West Course,9,91,Afternoon
37,24/12/2023,West Course,9,81,Afternoon
37,02/05/2023,West Course,18,98,Afternoon
37,10/10/2023,East Course,9,104,Morning
37,18/10/2023,West Course,18,101,Afternoon
37,07/12/2023,West Course,9,87,Afternoon
37,20/02/2024,West Course,18,98,Morning
37,08/02/2023,West Course,18,97,Afternoon
37,14/07/2024,West Course,9,94,Afternoon
37,15/11/2023,West Course,18,89,Morning
38,09/08/2023,East Course,18,71,Afternoon
38,11/02/2024,West Course,18,71,Afternoon
38,18/06/2023,West Course,18,76,Afternoon
38,28/04/2023,East Course,18,85,Morning
38,22/04/2023,West Course,9,92,Morning
38,19/10/2023,West Course,18,102,Morning
38,22/03/2024,West Course,18,94,Morning
38,16/11/2024,East Course,9,105,Morning
38,03/01/2023,East Course,9,85,Morning
38,14/08/2023,East Course,18,91,Afternoon
38,10/04/2024,East Course,18,71,Morning
38,25/04/2024,East Course,18,97,Afternoon
38,29/12/2023,West Course,9,93,Morning
38,09/10/2023,East Course,18,89,Afternoon
38,09/04/2024,East Course,9,101,Afternoon
38,09/07/2024,East Course,9,101,Morning
38,29/08/2023,East Course,9,91,Morning
38,18/06/2024,West Course,9,102,Morning
38,22/10/2023,West Course,9,99,Morning
38,14/03/2023,East Course,18,85,Morning
38,30/07/2024,East Course,9,80,Afternoon
38,01/07/2024,East Course,9,92,Morning
38,02/03/2024,East Course,18,77,Afternoon
38,16/04/2024,West Course,18,73,Morning
38,05/10/2024,East Course,18,78,Afternoon
38,23/04/2023,East Course,9,100,Afternoon
38,02/01/2023,East Course,18,101,Afternoon
38,11/08/2024,West Course,18,101,Morning
38,12/03/2024,East Course,9,71,Morning
38,16/03/2023,West Course,18,95,Afternoon
38,21/09/2023,West Course,9,99,Afternoon
38,21/05/2023,West Course,9,83,Afternoon
38,28/09/2023,West Course,18,77,Morning
38,10/04/2023,West Course,18,88,Morning
38,19/05/2023,West Course,9,84,Afternoon
38,10/09/2023,East Course,9,70,Afternoon
38,11/05/2024,West Course,9,87,Afternoon
38,30/12/2023,West Course,18,81,Morning
38,16/09/2024,West Course,18,96,Afternoon
38,15/03/2023,West Course,18,87,Morning
38,16/07/2023,East Course,18,88,Afternoon
38,28/08/2023,East Course,18,100,Afternoon
38,09/08/2023,East Course,9,92,Morning
38,08/03/2023,East Course,18,101,Afternoon
38,14/04/2023,West Course,18,73,Morning
39,08/04/2024,East Course,9,76,Morning
39,09/06/2023,West Course,18,102,Afternoon
39,22/08/2023,West Course,9,77,Afternoon
39,30/05/2023,West Course,9,100,Afternoon
39,19/07/2024,East Course,18,78,Morning
39,25/03/2024,East Course,9,99,Afternoon
39,29/10/2024,East Course,9,94,Afternoon
39,15/03/2023,West Course,9,81,Afternoon
39,04/10/2023,East Course,18,75,Morning
39,19/10/2023,East Course,18,91,Morning
39,19/09/2023,West Course,18,103,Afternoon
39,14/05/2024,West Course,18,94,Morning
39,19/08/2024,East Course,18,71,Morning
39,13/05/2024,West Course,9,81,Afternoon
39,13/09/2023,East Course,9,91,Afternoon
39,25/11/2024,East Course,18,78,Afternoon
39,06/08/2024,West Course,9,91,Afternoon
39,12/03/2023,West Course,18,97,Morning
39,21/04/2023,West Course,18,89,Morning
39,03/10/2024,West Course,18,71,Afternoon
39,22/10/2023,West Course,18,88,Morning
39,11/01/2024,West Course,18,94,Afternoon
39,02/07/2023,West Course,18,94,Morning
39,05/01/2023,East Course,9,79,Afternoon
39,26/08/2023,West Course,9,79,Afternoon
39,16/01/2024,West Course,9,82,Afternoon
39,26/11/2024,West Course,18,72,Afternoon
39,15/02/2024,East Course,18,89,Afternoon
39,03/03/2024,West Course,9,80,Afternoon
39,02/11/2023,East Course,18,84,Afternoon
39,15/03/2024,West Course,18,83,Morning
39,13/01/2024,East Course,9,101,Morning
39,01/04/2023,West Course,9,91,Afternoon
39,05/03/2023,West Course,9,94,Afternoon
39,18/07/2024,West Course,9,74,Morning
39,26/10/2024,East Course,9,85,Afternoon
39,11/03/2023,East Course,9,73,Afternoon
39,23/01/2023,West Course,9,73,Afternoon
39,25/03/2024,East Course,18,78,Afternoon
39,11/08/2023,West Course,18,92,Afternoon
39,19/05/2023,West Course,9,103,Morning
39,10/06/2024,West Course,18,87,Morning
39,24/11/2024,West Course,18,81,Morning
39,17/04/2023,East Course,18,80,Afternoon
39,11/01/2024,West Course,9,80,Afternoon
40,13/08/2024,West Course,9,81,Afternoon
40,02/09/2023,East Course,18,96,Afternoon
40,14/05/2024,East Course,18,91,Afternoon
40,11/11/2024,East Course,18,105,Afternoon
40,20/08/2023,West Course,9,101,Morning
40,18/05/2024,West Course,18,91,Morning
40,02/04/2024,West Course,18,99,Afternoon
40,26/12/2023,West Course,18,87,Afternoon
40,23/08/2023,East Course,18,98,Afternoon
40,08/08/2024,West Course,18,83,Morning
40,03/09/2024,East Course,18,76,Morning
40,10/05/2023,East Course,9,88,Morning
40,22/02/2024,West Course,18,89,Afternoon
40,10/03/2023,East Course,18,84,Morning
40,23/07/2024,East Course,9,85,Morning
40,26/08/2023,West Course,9,71,Afternoon
40,31/03/2023,West Course,18,72,Morning
40,01/03/2024,West Course,9,71,Morning
40,29/05/2023,West Course,18,105,Afternoon
40,11/12/2023,East Course,9,75,Afternoon
40,28/03/2024,East Course,18,93,Morning
40,05/09/2024,East Course,18,84,Morning
40,03/07/2024,West Course,18,75,Afternoon
40,09/02/2024,West Course,9,80,Afternoon
40,26/09/2023,East Course,9,71,Afternoon
40,28/04/2024,East Course,9,90,Morning
40,22/07/2023,West Course,9,71,Morning
40,06/12/2023,East Course,9,100,Morning
40,05/11/2024,West Course,18,91,Afternoon
40,26/11/2024,East Course,9,82,Morning
40,01/10/2023,East Course,18,97,Morning
40,04/06/2024,West Course,18,79,Afternoon
40,12/12/2023,East Course,9,74,Afternoon
40,09/01/2024,East Course,9,101,Morning
40,04/01/2024,East Course,9,87,Morning
40,09/05/2024,West Course,9,104,Morning
40,19/07/2024,East Course,9,79,Morning
40,09/07/2023,West Course,18,78,Afternoon
40,16/10/2023,East Course,9,98,Morning
40,25/11/2024,West Course,18,89,Afternoon
41,04/08/2023,East Course,18,98,Morning
41,06/07/2023,East Course,18,78,Afternoon
41,12/02/2023,East Course,18,103,Afternoon
41,28/05/2023,East Course,9,84,Morning
41,07/11/2024,West Course,9,100,Afternoon
41,21/10/2023,West Course,18,81,Afternoon
41,30/09/2023,West Course,18,100,Afternoon
41,27/03/2024,West Course,9,88,Afternoon
41,14/08/2024,West Course,18,89,Morning
41,16/09/2024,West Course,18,90,Morning
41,01/06/2023,West Course,9,103,Afternoon
41,15/07/2024,West Course,18,90,Morning
41,06/05/2023,East Course,9,74,Afternoon
41,27/10/2024,West Course,18,100,Morning
41,07/11/2024,West Course,9,71,Afternoon
41,12/09/2024,West Course,9,70,Morning
41,05/07/2023,West Course,18,97,Afternoon
41,20/10/2024,West Course,18,81,Afternoon
41,15/02/2024,West Course,9,82,Morning
41,22/06/2023,West Course,18,86,Morning
41,15/09/2024,West Course,18,100,Afternoon
41,06/09/2024,East Course,18,84,Afternoon
41,02/06/2023,West Course,9,104,Morning
41,13/11/2023,East Course,18,74,Morning
41,24/04/2024,West Course,18,105,Morning
41,29/01/2023,East Course,9,105,Morning
41,06/11/2023,West Course,18,88,Morning
41,25/04/2023,East Course,18,90,Afternoon
41,21/01/2023,East Course,9,97,Morning
41,18/10/2023,East Course,9,105,Morning
41,23/03/2024,East Course,9,105,Afternoon
41,16/01/2024,West Course,18,101,Morning
41,24/06/2023,East Course,9,103,Afternoon
41,28/07/2024,West Course,18,82,Afternoon
41,13/09/2024,East Course,18,102,Morning
41,13/04/2024,West Course,18,99,Afternoon
42,25/03/2023,East Course,9,86,Morning
42,14/10/2023,West Course,18,77,Afternoon
42,27/02/2023,East Course,18,76,Afternoon
42,25/02/2023,East Course,18,81,Afternoon
42,03/12/2023,West Course,9,100,Morning
42,12/01/2023,East Course,9,105,Morning
42,26/02/2024,West Course,18,95,Afternoon
42,12/11/2024,West Course,18,98,Afternoon
42,01/01/2024,East Course,9,76,Afternoon
42,03/02/2024,West Course,9,88,Afternoon
42,14/05/2023,West Course,18,70,Afternoon
42,16/08/2023,East Course,9,73,Morning
42,27/10/2024,East Course,9,98,Afternoon
42,14/03/2024,East Course,18,86,Afternoon
42,29/03/2024,West Course,9,105,Afternoon
42,03/02/2023,West Course,9,93,Morning
42,12/03/2024,East Course,9,79,Afternoon
42,06/12/2023,East Course,9,79,Afternoon
42,04/10/2024,West Course,9,84,Afternoon
42,17/07/2024,East Course,9,70,Morning
42,18/05/2023,West Course,9,76,Morning
42,15/02/2023,West Course,9,98,Morning
42,21/08/2024,West Course,18,91,Morning
42,23/08/2023,East Course,9,95,Afternoon
42,05/01/2024,East Course,9,76,Afternoon
42,06/10/2023,East Course,9,89,Afternoon
42,30/08/2023,West Course,9,79,Morning
42,11/04/2023,West Course,18,71,Afternoon
42,30/03/2024,East Course,18,103,Afternoon
42,17/04/2024,West Course,18,87,Morning
42,14/09/2024,East Course,9,93,Afternoon
42,05/08/2024,West Course,18,80,Morning
42,10/09/2023,West Course,9,93,Afternoon
42,12/09/2023,East Course,18,99,Morning
42,27/10/2023,West Course,18,82,Afternoon
42,11/10/2023,East Course,18,85,Morning
42,23/08/2024,West Course,9,97,Afternoon
42,21/10/2024,West Course,9,89,Afternoon
42,18/11/2024,West Course,18,72,Afternoon
42,19/10/2023,West Course,18,99,Morning
42,15/11/2023,East Course,18,89,Morning
42,15/07/2024,East Course,18,80,Afternoon
42,25/08/2024,West Course,18,70,Afternoon
42,17/08/2024,West Course,18,105,Afternoon
42,06/05/2024,West Course,9,100,Morning
42,04/02/2023,East Course,18,84,Morning
42,03/03/2023,West Course,18,82,Morning
42,01/02/2024,East Course,18,88,Afternoon
42,10/01/2023,East Course,9,92,Afternoon
42,24/09/2024,East Course,18,85,Afternoon
43,15/02/2024,East Course,9,75,Afternoon
43,31/03/2024,East Course,9,96,Morning
43,05/01/2023,East Course,9,100,Afternoon
43,19/05/2023,East Course,18,89,Morning
43,12/11/2024,West Course,18,81,Afternoon
43,11/06/2023,East Course,9,103,Afternoon
43,21/01/2023,West Course,9,85,Afternoon
43,17/01/2024,East Course,9,105,Morning
43,16/10/2023,East Course,9,92,Afternoon
43,05/02/2024,East Course,9,97,Afternoon
43,28/10/2023,West Course,18,84,Morning
43,11/01/2023,East Course,18,92,Afternoon
43,10/09/2024,West Course,9,96,Morning
43,23/08/2023,East Course,18,71,Morning
43,19/12/2023,West Course,18,94,Afternoon
43,18/08/2024,East Course,18,99,Afternoon
43,08/05/2024,East Course,9,87,Afternoon
43,05/06/2024,West Course,18,96,Morning
43,19/04/2023,East Course,9,97,Morning
43,30/05/2024,West Course,18,73,Morning
43,24/09/2023,West Course,9,78,Morning
43,11/06/2024,West Course,18,90,Afternoon
43,19/09/2023,West Course,9,85,Morning
43,23/09/2023,West Course,9,98,Morning
43,18/07/2023,East Course,18,104,Afternoon
43,07/12/2023,West Course,18,73,Morning
43,29/10/2023,West Course,18,74,Afternoon
43,16/03/2023,West Course,9,76,Morning
43,28/03/2023,West Course,9,75,Afternoon
43,15/06/2024,West Course,9,92,Morning
43,02/01/2023,East Course,18,74,Morning
43,23/04/2023,West Course,18,103,Morning
43,12/01/2023,West Course,9,75,Morning
43,01/01/2024,West Course,9,70,Afternoon
43,04/10/2024,East Course,9,100,Morning
43,06/08/2023,West Course,9,80,Morning
43,16/07/2023,East Course,9,81,Afternoon
43,06/05/2023,East Course,18,98,Afternoon
44,02/03/2023,West Course,18,79,Afternoon
44,19/05/2023,West Course,18,88,Morning
44,29/11/2024,West Course,9,72,Morning
44,07/11/2024,East Course,9,73,Afternoon
44,05/06/2024,East Course,18,78,Morning
44,03/06/2023,West Course,18,92,Afternoon
44,27/01/2023,West Course,9,98,Afternoon
44,16/06/2024,West Course,9,104,Afternoon
44,02/11/2024,East Course,9,79,Morning
44,18/06/2024,West Course,9,95,Morning
44,12/11/2023,East Course,9,89,Morning
44,27/09/2023,East Course,9,85,Afternoon
44,13/01/2024,West Course,9,92,Afternoon
44,16/07/2024,East Course,18,87,Morning
44,09/04/2024,East Course,9,101,Morning
44,18/06/2023,East Course,18,80,Morning
44,05/05/2023,East Course,9,89,Afternoon
44,20/02/2023,West Course,18,80,Afternoon
44,16/07/2023,West Course,18,75,Afternoon
44,02/05/2024,West Course,9,80,Afternoon
44,19/08/2023,West Course,9,90,Afternoon
44,25/09/2023,West Course,9,78,Morning
44,12/11/2023,East Course,18,101,Morning
44,09/05/2024,West Course,9,70,Morning
44,19/01/2024,West Course,18,99,Morning
44,26/09/2024,West Course,18,91,Morning
44,16/12/2023,East Course,9,96,Morning
44,26/08/2024,West Course,18,101,Afternoon
44,13/04/2024,West Course,9,104,Morning
44,25/11/2023,East Course,9,85,Afternoon
44,06/09/2023,West Course,9,89,Afternoon
44,21/07/2023,West Course,9,73,Afternoon
44,30/01/2024,East Course,18,103,Morning
44,22/09/2024,West Course,9,91,Afternoon
45,19/06/2023,West Course,18,87,Afternoon
45,27/03/2024,West Course,9,86,Afternoon
45,01/12/2023,East Course,18,79,Afternoon
45,10/12/2023,West Course,9,90,Morning
45,09/02/2024,West Course,18,85,Morning
45,20/07/2023,West Course,9,75,Afternoon
45,13/04/2024,East Course,18,90,Afternoon
45,09/10/2024,West Course,18,105,Morning
45,01/02/2023,East Course,9,105,Morning
45,17/07/2023,West Course,9,97,Morning
45,22/07/2023,West Course,18,82,Morning
45,15/02/2024,West Course,18,79,Morning
45,30/05/2024,East Course,18,86,Morning
45,22/02/2023,East Course,18,70,Afternoon
45,19/06/2024,East Course,18,88,Afternoon
45,03/08/2023,East Course,18,83,Afternoon
45,30/10/2024,East Course,18,92,Afternoon
45,21/06/2023,East Course,18,84,Morning
45,30/12/2023,West Course,18,89,Afternoon
45,05/07/2024,West Course,18,92,Afternoon
45,03/06/2023,West Course,18,81,Morning
45,08/07/2023,West Course,18,73,Morning
45,03/01/2023,East Course,9,100,Morning
45,05/10/2023,West Course,9,103,Morning
45,26/07/2024,East Course,18,102,Afternoon
45,27/08/2024,East Course,18,97,Morning
45,02/03/2024,East Course,18,90,Morning
45,22/11/2024,West Course,18,81,Morning
45,01/09/2023,West Course,18,82,Afternoon
45,28/07/2024,East Course,9,82,Afternoon
45,21/07/2024,West Course,9,71,Morning
45,26/08/2024,East Course,18,87,Morning
45,14/10/2024,West Course,9,105,Morning
45,05/10/2024,West Course,18,85,Afternoon
45,22/10/2024,West Course,9,92,Afternoon
45,13/11/2023,East Course,9,93,Afternoon
46,14/01/2023,West Course,9,98,Morning
46,23/09/2023,West Course,18,88,Afternoon
46,02/07/2024,East Course,18,88,Afternoon
46,25/06/2024,West Course,9,78,Morning
46,27/09/2023,West Course,18,71,Morning
46,01/11/2024,West Course,18,89,Morning
46,06/02/2023,West Course,18,76,Afternoon
46,07/03/2023,East Course,18,78,Afternoon
46,11/03/2023,West Course,9,74,Morning
46,30/05/2023,West Course,9,101,Morning
46,14/08/2023,West Course,9,76,Afternoon
46,28/07/2024,East Course,9,105,Morning
46,18/03/2023,East Course,18,95,Afternoon
46,27/11/2024,East Course,9,88,Morning
46,17/01/2024,East Course,18,87,Afternoon
46,06/08/2023,West Course,9,105,Afternoon
46,29/09/2024,West Course,18,76,Morning
46,06/04/2023,East Course,18,102,Morning
46,06/07/2023,East Course,9,91,Afternoon
46,04/06/2024,West Course,18,96,Afternoon
46,22/03/2023,East Course,18,93,Morning
46,06/06/2024,East Course,9,103,Afternoon
46,10/11/2023,East Course,18,79,Afternoon
46,25/10/2024,West Course,18,78,Afternoon
46,26/10/2024,West Course,18,72,Morning
46,04/04/2024,West Course,9,102,Afternoon
46,22/02/2023,East Course,18,92,Afternoon
46,12/09/2024,West Course,18,91,Morning
46,11/12/2023,East Course,9,94,Afternoon
46,31/10/2023,East Course,9,92,Morning
46,14/02/2024,East Course,18,77,Morning
46,19/06/2024,West Course,9,103,Afternoon
46,29/08/2023,West Course,9,70,Morning
46,14/07/2023,West Course,9,100,Morning
46,11/07/2024,East Course,9,72,Morning
46,20/09/2024,East Course,9,104,Morning
46,29/06/2024,East Course,18,95,Afternoon
46,05/11/2023,East Course,9,72,Morning
46,24/09/2024,West Course,9,87,Afternoon
46,01/02/2023,East Course,18,99,Morning
46,01/03/2024,West Course,9,75,Morning
46,17/08/2023,West Course,9,75,Afternoon
47,26/10/2023,East Course,18,84,Morning
47,10/04/2023,West Course,9,82,Afternoon
47,08/07/2024,West Course,18,94,Afternoon
47,23/03/2024,East Course,18,100,Morning
47,06/12/2023,West Course,18,80,Afternoon
47,27/03/2024,West Course,9,89,Afternoon
47,01/05/2023,West Course,9,101,Afternoon
47,20/01/2023,West Course,9,97,Afternoon
47,09/06/2024,East Course,9,91,Morning
47,08/04/2024,West Course,18,95,Afternoon
47,07/03/2023,East Course,18,91,Afternoon
47,08/04/2023,East Course,9,94,Afternoon
47,13/10/2024,West Course,9,102,Afternoon
47,16/11/2024,West Course,18,70,Morning
47,23/12/2023,West Course,9,82,Afternoon
47,22/03/2024,West Course,9,104,Afternoon
47,10/10/2023,East Course,9,73,Morning
47,10/10/2024,East Course,18,91,Morning
47,11/03/2024,East Course,18,97,Afternoon
47,28/09/2024,East Course,9,79,Afternoon
47,02/02/2024,West Course,18,101,Morning
47,21/01/2023,East Course,18,73,Morning
47,18/04/2023,East Course,9,85,Afternoon
47,25/04/2024,West Course,18,94,Morning
47,13/04/2024,West Course,18,78,Morning
47,03/03/2024,East Course,18,72,Morning
47,25/01/2023,West Course,9,95,Afternoon
47,25/02/2023,West Course,18,72,Morning
47,03/03/2023,West Course,18,73,Morning
47,27/04/2024,East Course,9,87,Afternoon
47,04/08/2023,West Course,18,95,Afternoon
47,04/09/2024,East Course,18,101,Afternoon
47,12/04/2023,East Course,9,98,Morning
47,03/11/2024,West Course,9,103,Morning
47,06/07/2024,West Course,9,94,Morning
47,09/03/2024,West Course,9,104,Morning
47,20/01/2024,West Course,18,81,Morning
47,06/06/2024,West Course,9,102,Afternoon
47,09/02/2024,East Course,18,105,Afternoon
47,09/09/2023,East Course,9,96,Afternoon
47,25/07/2023,East Course,9,82,Morning
47,28/04/2024,West Course,18,77,Morning
47,18/09/2024,West Course,18,101,Morning
47,20/11/2023,East Course,9,85,Afternoon
47,25/09/2024,East Course,18,77,Morning
47,31/05/2023,West Course,9,76,Afternoon
48,08/01/2023,East Course,9,77,Afternoon
48,18/03/2023,East Course,18,89,Morning
48,07/08/2023,West Course,9,70,Afternoon
48,30/01/2023,East Course,9,71,Afternoon
48,27/02/2024,East Course,9,81,Morning
48,22/07/2024,West Course,9,79,Morning
48,21/02/2024,West Course,18,87,Morning
48,24/10/2023,East Course,18,82,Morning
48,12/01/2024,West Course,9,94,Afternoon
48,25/05/2024,East Course,18,99,Afternoon
48,28/05/2024,East Course,9,99,Morning
48,03/06/2023,West Course,18,75,Afternoon
48,09/07/2024,West Course,18,101,Afternoon
48,01/01/2023,East Course,18,95,Afternoon
48,11/09/2024,East Course,18,86,Morning
48,01/01/2023,West Course,9,77,Morning
48,20/07/2024,West Course,18,82,Morning
48,17/10/2024,East Course,9,75,Afternoon
48,28/10/2024,East Course,9,70,Morning
48,24/02/2024,West Course,18,94,Afternoon
48,03/11/2024,West Course,18,90,Afternoon
48,03/09/2023,East Course,18,80,Morning
48,05/07/2024,West Course,9,98,Morning
48,08/07/2024,West Course,18,72,Morning
48,02/08/2024,West Course,9,79,Afternoon
48,05/12/2023,East Course,9,70,Morning
48,06/08/2023,West Course,18,73,Afternoon
48,09/05/2024,West Course,9,89,Afternoon
48,03/04/2023,East Course,9,75,Afternoon
48,08/05/2023,West Course,18,80,Morning
48,12/09/2024,West Course,18,94,Afternoon
48,03/09/2024,East Course,9,93,Afternoon
48,21/04/2024,West Course,18,101,Afternoon
48,04/01/2023,East Course,18,70,Morning
48,17/04/2023,East Course,18,82,Morning
48,13/08/2024,West Course,18,105,Morning
48,09/10/2024,West Course,18,100,Afternoon
48,28/02/2024,West Course,18,102,Morning
48,21/08/2024,West Course,9,85,Morning
48,25/05/2023,West Course,9,93,Afternoon
48,21/05/2023,West Course,18,80,Afternoon
48,29/01/2024,West Course,18,94,Morning
48,21/05/2023,West Course,9,70,Afternoon
48,11/08/2023,East Course,18,93,Afternoon
48,16/11/2023,West Course,9,103,Afternoon
48,26/01/2024,West Course,18,86,Afternoon
48,28/03/2023,West Course,18,94,Morning
48,17/10/2024,West Course,18,101,Morning
48,30/11/2023,East Course,18,89,Afternoon
49,26/02/2023,West Course,9,98,Morning
49,29/09/2023,West Course,9,99,Afternoon
49,08/11/2023,East Course,18,84,Afternoon
49,16/03/2023,East Course,9,82,Morning
49,20/07/2024,East Course,9,83,Afternoon
49,14/02/2023,West Course,18,103,Afternoon
49,09/10/2024,East Course,9,91,Afternoon
49,27/03/2024,West Course,9,83,Morning
49,20/01/2024,East Course,18,98,Morning
49,17/02/2023,West Course,9,105,Morning
49,10/03/2024,West Course,9,81,Afternoon
49,16/07/2023,West Course,18,86,Morning
49,26/07/2024,East Course,18,80,Morning
49,04/08/2023,West Course,18,81,Afternoon
49,12/04/2023,East Course,18,94,Afternoon
49,14/12/2023,West Course,18,83,Morning
49,03/10/2024,East Course,18,96,Afternoon
49,16/01/2023,West Course,9,72,Afternoon
49,03/12/2023,East Course,9,105,Afternoon
49,07/04/2024,West Course,18,86,Morning
