MemberID,Month,Status
104,2023-10,Active
104,2023-11,Active
104,2023-12,Active
104,2024-01,Active
104,2024-02,Active
104,2024-03,Active
104,2024-04,Active
104,2024-05,Active
104,2024-06,Active
104,2024-07,Active
104,2024-08,Active
104,2024-09,Active
104,2024-10,Active
104,2024-11,Active
104,2024-12,Active
105,2023-01,Active
105,2023-02,Active
105,2023-03,Active
105,2023-04,Active
105,2023-05,Active
105,2023-06,Active
105,2023-07,Active
105,2023-08,Active
105,2023-09,Active
105,2023-10,Active
105,2023-11,Active
105,2023-12,Active
105,2024-01,Active
105,2024-02,Active
105,2024-03,Active
105,2024-04,Active
105,2024-05,Active
105,2024-06,Active
105,2024-07,Active
105,2024-08,Active
105,2024-09,Active
105,2024-10,Active
105,2024-11,Active
105,2024-12,Active
106,2023-01,Active
106,2023-02,Active
106,2023-03,Active
106,2023-04,Active
106,2023-05,Active
106,2023-06,Active
106,2023-07,Active
106,2023-08,Active
106,2023-09,Active
106,2023-10,Active
106,2023-11,Active
106,2023-12,Active
106,2024-01,Active
106,2024-02,Active
106,2024-03,Active
106,2024-04,Active
106,2024-05,Active
106,2024-06,Active
106,2024-07,Active
106,2024-08,Active
106,2024-09,Active
106,2024-10,Active
106,2024-11,Active
106,2024-12,Active
107,2023-01,Active
107,2023-02,Active
107,2023-03,Active
107,2023-04,Active
107,2023-05,Active
107,2023-06,Active
107,2023-07,Active
107,2023-08,Active
107,2023-09,Active
107,2023-10,Active
107,2023-11,Active
107,2023-12,Active
107,2024-01,Active
107,2024-02,Active
107,2024-03,Active
107,2024-04,Active
107,2024-05,Active
107,2024-06,Active
107,2024-07,Active
107,2024-08,Active
107,2024-09,Active
107,2024-10,Active
107,2024-11,Active
107,2024-12,Active
108,2023-01,Active
108,2023-02,Active
108,2023-03,Active
108,2023-04,Active
108,2023-05,Active
108,2023-06,Active
108,2023-07,Active
108,2023-08,Active
108,2023-09,Active
108,2023-10,Active
108,2023-11,Active
108,2023-12,Active
108,2024-01,Active
108,2024-02,Active
108,2024-03,Active
108,2024-04,Active
108,2024-05,Active
108,2024-06,Active
108,2024-07,Active
108,2024-08,Active
108,2024-09,Active
108,2024-10,Active
108,2024-11,Active
108,2024-12,Active
109,2023-01,Active
109,2023-02,Active
109,2023-03,Active
109,2023-04,Active
109,2023-05,Active
109,2023-06,Active
109,2023-07,Active
109,2023-08,Active
109,2023-09,Active
109,2023-10,Active
109,2023-11,Active
109,2023-12,Active
109,2024-01,Active
109,2024-02,Active
109,2024-03,Active
109,2024-04,Active
109,2024-05,Active
109,2024-06,Active
109,2024-07,Active
109,2024-08,Active
109,2024-09,Active
109,2024-10,Active
109,2024-11,Active
109,2024-12,Active
110,2023-01,Active
110,2023-02,Active
110,2023-03,Active
110,2023-04,Active
110,2023-05,Active
110,2023-06,Active
110,2023-07,Active
110,2023-08,Active
110,2023-09,Active
110,2023-10,Active
110,2023-11,Active
110,2023-12,Active
110,2024-01,Active
110,2024-02,Active
110,2024-03,Active
110,2024-04,Active
110,2024-05,Active
110,2024-06,Active
110,2024-07,Active
110,2024-08,Active
110,2024-09,Active
110,2024-10,Active
110,2024-11,Active
110,2024-12,Active
111,2023-01,Active
111,2023-02,Active
111,2023-03,Active
111,2023-04,Active
111,2023-05,Active
111,2023-06,Active
111,2023-07,Active
111,2023-08,Active
111,2023-09,Active
111,2023-10,Active
111,2023-11,Active
111,2023-12,Active
111,2024-01,Active
111,2024-02,Active
111,2024-03,Active
111,2024-04,Active
111,2024-05,Active
111,2024-06,Active
111,2024-07,Active
111,2024-08,Active
111,2024-09,Active
111,2024-10,Active
111,2024-11,Active
111,2024-12,Active
112,2023-01,Active
112,2023-02,Active
112,2023-03,Active
112,2023-04,Active
112,2023-05,Active
112,2023-06,Active
112,2023-07,Active
112,2023-08,Active
112,2023-09,Active
112,2023-10,Active
112,2023-11,Active
112,2023-12,Active
112,2024-01,Active
112,2024-02,Active
112,2024-03,Active
112,2024-04,Active
112,2024-05,Active
112,2024-06,Active
112,2024-07,Active
112,2024-08,Active
112,2024-09,Active
112,2024-10,Active
112,2024-11,Active
112,2024-12,Active
113,2023-01,Active
113,2023-02,Active
113,2023-03,Active
113,2023-04,Active
113,2023-05,Active
113,2023-06,Active
113,2023-07,Active
113,2023-08,Active
113,2023-09,Active
113,2023-10,Active
113,2023-11,Active
113,2023-12,Active
113,2024-01,Active
113,2024-02,Active
113,2024-03,Active
113,2024-04,Active
113,2024-05,Active
113,2024-06,Active
113,2024-07,Active
113,2024-08,Active
113,2024-09,Active
113,2024-10,Active
113,2024-11,Active
113,2024-12,Active
114,2023-01,Active
114,2023-02,Active
114,2023-03,Active
114,2023-04,Active
114,2023-05,Active
114,2023-06,Active
114,2023-07,Active
114,2023-08,Active
114,2023-09,Active
114,2023-10,Active
114,2023-11,Active
114,2023-12,Active
114,2024-01,Active
114,2024-02,Active
114,2024-03,Active
114,2024-04,Active
114,2024-05,Active
114,2024-06,Active
114,2024-07,Active
114,2024-08,Active
114,2024-09,Active
114,2024-10,Active
114,2024-11,Active
114,2024-12,Active
115,2023-01,Active
115,2023-02,Active
115,2023-03,Active
115,2023-04,Active
115,2023-05,Active
115,2023-06,Active
115,2023-07,Active
115,2023-08,Active
115,2023-09,Active
115,2023-10,Active
115,2023-11,Active
115,2023-12,Active
115,2024-01,Active
115,2024-02,Active
115,2024-03,Active
115,2024-04,Active
115,2024-05,Active
115,2024-06,Active
115,2024-07,Active
115,2024-08,Active
115,2024-09,Active
115,2024-10,Active
115,2024-11,Active
115,2024-12,Active
116,2023-01,Active
116,2023-02,Active
116,2023-03,Active
116,2023-04,Active
116,2023-05,Active
116,2023-06,Active
116,2023-07,Active
116,2023-08,Active
116,2023-09,Active
116,2023-10,Active
116,2023-11,Active
116,2023-12,Active
116,2024-01,Active
116,2024-02,Active
116,2024-03,Active
116,2024-04,Active
116,2024-05,Active
116,2024-06,Active
116,2024-07,Active
116,2024-08,Active
116,2024-09,Active
116,2024-10,Active
116,2024-11,Active
116,2024-12,Active
117,2023-01,Active
117,2023-02,Active
117,2023-03,Active
117,2023-04,Active
117,2023-05,Active
117,2023-06,Active
117,2023-07,Active
117,2023-08,Active
117,2023-09,Active
117,2023-10,Active
117,2023-11,Active
117,2023-12,Active
117,2024-01,Active
117,2024-02,Active
117,2024-03,Active
117,2024-04,Active
117,2024-05,Active
117,2024-06,Active
117,2024-07,Active
117,2024-08,Active
117,2024-09,Active
117,2024-10,Active
117,2024-11,Active
117,2024-12,Active
118,2023-01,Active
118,2023-02,Active
118,2023-03,Active
118,2023-04,Active
118,2023-05,Active
118,2023-06,Active
118,2023-07,Active
118,2023-08,Active
118,2023-09,Active
118,2023-10,Active
118,2023-11,Active
118,2023-12,Active
118,2024-01,Active
118,2024-02,Active
118,2024-03,Active
118,2024-04,Active
118,2024-05,Active
118,2024-06,Active
118,2024-07,Active
118,2024-08,Active
118,2024-09,Active
118,2024-10,Active
118,2024-11,Active
118,2024-12,Active
119,2023-01,Active
119,2023-02,Active
119,2023-03,Active
119,2023-04,Active
119,2023-05,Active
119,2023-06,Active
119,2023-07,Active
119,2023-08,Active
119,2023-09,Active
119,2023-10,Active
119,2023-11,Active
119,2023-12,Active
119,2024-01,Active
119,2024-02,Active
119,2024-03,Active
119,2024-04,Active
119,2024-05,Active
119,2024-06,Active
119,2024-07,Active
119,2024-08,Active
119,2024-09,Active
119,2024-10,Active
119,2024-11,Active
119,2024-12,Active
120,2023-01,Active
120,2023-02,Active
120,2023-03,Active
120,2023-04,Active
120,2023-05,Active
120,2023-06,Active
120,2023-07,Active
120,2023-08,Active
120,2023-09,Active
120,2023-10,Active
120,2023-11,Active
120,2023-12,Active
120,2024-01,Active
120,2024-02,Active
120,2024-03,Active
120,2024-04,Active
120,2024-05,Active
120,2024-06,Active
120,2024-07,Active
120,2024-08,Active
120,2024-09,Active
120,2024-10,Active
120,2024-11,Active
120,2024-12,Active
121,2023-01,Active
121,2023-02,Active
121,2023-03,Active
121,2023-04,Active
121,2023-05,Active
121,2023-06,Active
121,2023-07,Active
121,2023-08,Active
121,2023-09,Active
121,2023-10,Active
121,2023-11,Active
121,2023-12,Active
121,2024-01,Active
121,2024-02,Active
121,2024-03,Active
121,2024-04,Active
121,2024-05,Active
121,2024-06,Active
121,2024-07,Active
121,2024-08,Active
121,2024-09,Active
121,2024-10,Active
121,2024-11,Active
121,2024-12,Active
122,2023-01,Active
122,2023-02,Active
122,2023-03,Active
122,2023-04,Active
122,2023-05,Active
122,2023-06,Active
122,2023-07,Active
122,2023-08,Active
122,2023-09,Active
122,2023-10,Active
122,2023-11,Active
122,2023-12,Active
122,2024-01,Active
122,2024-02,Active
122,2024-03,Active
122,2024-04,Active
122,2024-05,Active
122,2024-06,Active
122,2024-07,Active
122,2024-08,Active
122,2024-09,Active
122,2024-10,Active
122,2024-11,Active
122,2024-12,Active
123,2023-01,Active
123,2023-02,Active
123,2023-03,Active
123,2023-04,Active
123,2023-05,Active
123,2023-06,Active
123,2023-07,Active
123,2023-08,Active
123,2023-09,Active
123,2023-10,Active
123,2023-11,Active
123,2023-12,Active
123,2024-01,Active
123,2024-02,Active
123,2024-03,Active
123,2024-04,Active
123,2024-05,Active
123,2024-06,Active
123,2024-07,Active
123,2024-08,Active
123,2024-09,Active
123,2024-10,Active
123,2024-11,Active
123,2024-12,Active
124,2023-01,Active
124,2023-02,Active
124,2023-03,Active
124,2023-04,Active
124,2023-05,Active
124,2023-06,Active
124,2023-07,Active
124,2023-08,Active
124,2023-09,Active
124,2023-10,Active
124,2023-11,Active
124,2023-12,Active
124,2024-01,Active
124,2024-02,Active
124,2024-03,Active
124,2024-04,Active
124,2024-05,Active
124,2024-06,Active
124,2024-07,Active
124,2024-08,Active
124,2024-09,Active
124,2024-10,Active
124,2024-11,Active
124,2024-12,Active
125,2023-01,Active
125,2023-02,Active
125,2023-03,Active
125,2023-04,Active
125,2023-05,Active
125,2023-06,Active
125,2023-07,Active
125,2023-08,Active
125,2023-09,Active
125,2023-10,Active
125,2023-11,Active
125,2023-12,Active
125,2024-01,Active
125,2024-02,Active
125,2024-03,Active
125,2024-04,Active
125,2024-05,Active
125,2024-06,Active
125,2024-07,Active
125,2024-08,Active
125,2024-09,Active
125,2024-10,Active
125,2024-11,Active
125,2024-12,Active
126,2023-01,At-Risk
126,2023-02,At-Risk
126,2023-03,At-Risk
126,2023-04,At-Risk
126,2023-05,Churned
126,2023-06,At-Risk
126,2023-07,At-Risk
126,2023-08,Churned
126,2023-09,At-Risk
126,2023-10,At-Risk
126,2023-11,At-Risk
126,2023-12,At-Risk
126,2024-01,Churned
126,2024-02,At-Risk
126,2024-03,At-Risk
126,2024-04,At-Risk
126,2024-05,At-Risk
126,2024-06,At-Risk
126,2024-07,At-Risk
126,2024-08,At-Risk
126,2024-09,At-Risk
126,2024-10,At-Risk
126,2024-11,At-Risk
126,2024-12,At-Risk
127,2023-01,Active
127,2023-02,Active
127,2023-03,Active
127,2023-04,Active
127,2023-05,Active
127,2023-06,Active
127,2023-07,Active
127,2023-08,Active
127,2023-09,Active
127,2023-10,Active
127,2023-11,Active
127,2023-12,Active
127,2024-01,Active
127,2024-02,Active
127,2024-03,Active
127,2024-04,Active
127,2024-05,Active
127,2024-06,Active
127,2024-07,Active
127,2024-08,Active
127,2024-09,Active
127,2024-10,Active
127,2024-11,Active
127,2024-12,Active
128,2023-01,Active
128,2023-02,Active
128,2023-03,Active
128,2023-04,Active
128,2023-05,Active
128,2023-06,Active
128,2023-07,Active
128,2023-08,Active
128,2023-09,Active
128,2023-10,Active
128,2023-11,Active
128,2023-12,Active
128,2024-01,Active
128,2024-02,Active
128,2024-03,Active
128,2024-04,Active
128,2024-05,Active
128,2024-06,Active
128,2024-07,Active
128,2024-08,Active
128,2024-09,Active
128,2024-10,Active
128,2024-11,Active
128,2024-12,Active
129,2023-01,Active
129,2023-02,Active
129,2023-03,Active
129,2023-04,Active
129,2023-05,Active
129,2023-06,Active
129,2023-07,Active
129,2023-08,Active
129,2023-09,Active
129,2023-10,Active
129,2023-11,Active
129,2023-12,Active
129,2024-01,Active
129,2024-02,Active
129,2024-03,Active
129,2024-04,Active
129,2024-05,Active
129,2024-06,Active
129,2024-07,Active
129,2024-08,Active
129,2024-09,Active
129,2024-10,Active
129,2024-11,Active
129,2024-12,Active
130,2023-01,Active
130,2023-02,Active
130,2023-03,Active
130,2023-04,Active
130,2023-05,Active
130,2023-06,Active
130,2023-07,Active
130,2023-08,Active
130,2023-09,Active
130,2023-10,Active
130,2023-11,Active
130,2023-12,Active
130,2024-01,Active
130,2024-02,Active
130,2024-03,Active
130,2024-04,Active
130,2024-05,Active
130,2024-06,Active
130,2024-07,Active
130,2024-08,Active
130,2024-09,Active
130,2024-10,Active
130,2024-11,Active
130,2024-12,Active
131,2023-01,Churned
131,2023-02,Churned
131,2023-03,At-Risk
131,2023-04,At-Risk
131,2023-05,Churned
131,2023-06,At-Risk
131,2023-07,At-Risk
131,2023-08,At-Risk
131,2023-09,At-Risk
131,2023-10,At-Risk
131,2023-11,At-Risk
131,2023-12,At-Risk
131,2024-01,At-Risk
131,2024-02,At-Risk
131,2024-03,At-Risk
131,2024-04,At-Risk
131,2024-05,At-Risk
131,2024-06,At-Risk
131,2024-07,At-Risk
131,2024-08,At-Risk
131,2024-09,At-Risk
131,2024-10,At-Risk
131,2024-11,At-Risk
131,2024-12,At-Risk
132,2023-01,At-Risk
132,2023-02,Churned
132,2023-03,Churned
132,2023-04,At-Risk
132,2023-05,At-Risk
132,2023-06,At-Risk
132,2023-07,At-Risk
132,2023-08,Churned
132,2023-09,At-Risk
132,2023-10,At-Risk
132,2023-11,At-Risk
132,2023-12,At-Risk
132,2024-01,At-Risk
132,2024-02,At-Risk
132,2024-03,At-Risk
132,2024-04,At-Risk
132,2024-05,At-Risk
132,2024-06,At-Risk
132,2024-07,At-Risk
132,2024-08,Churned
132,2024-09,At-Risk
132,2024-10,At-Risk
132,2024-11,At-Risk
132,2024-12,At-Risk
133,2023-01,Active
133,2023-02,Active
133,2023-03,Active
133,2023-04,Active
133,2023-05,Active
133,2023-06,Active
133,2023-07,Active
133,2023-08,Active
133,2023-09,Active
133,2023-10,Active
133,2023-11,Active
133,2023-12,Active
133,2024-01,Active
133,2024-02,Active
133,2024-03,Active
133,2024-04,Active
133,2024-05,Active
133,2024-06,Active
133,2024-07,Active
133,2024-08,Active
133,2024-09,Active
133,2024-10,Active
133,2024-11,Active
133,2024-12,Active
134,2023-01,Active
134,2023-02,Active
134,2023-03,Active
134,2023-04,Active
134,2023-05,Active
134,2023-06,Active
134,2023-07,Active
134,2023-08,Active
134,2023-09,Active
134,2023-10,Active
134,2023-11,Active
134,2023-12,Active
134,2024-01,Active
134,2024-02,Active
134,2024-03,Active
134,2024-04,Active
134,2024-05,Active
134,2024-06,Active
134,2024-07,Active
134,2024-08,Active
134,2024-09,Active
134,2024-10,Active
134,2024-11,Active
134,2024-12,Active
135,2023-01,Active
135,2023-02,Active
135,2023-03,Active
135,2023-04,Active
135,2023-05,Active
135,2023-06,Active
135,2023-07,Active
135,2023-08,Active
135,2023-09,Active
135,2023-10,Active
135,2023-11,Active
135,2023-12,Active
135,2024-01,Active
135,2024-02,Active
135,2024-03,Active
135,2024-04,Active
135,2024-05,Active
135,2024-06,Active
135,2024-07,Active
135,2024-08,Active
135,2024-09,Active
135,2024-10,Active
135,2024-11,Active
135,2024-12,Active
136,2023-01,Active
136,2023-02,Active
136,2023-03,Active
136,2023-04,Active
136,2023-05,Active
136,2023-06,Active
136,2023-07,Active
136,2023-08,Active
136,2023-09,Active
136,2023-10,Active
136,2023-11,Active
136,2023-12,Active
136,2024-01,Active
136,2024-02,Active
136,2024-03,Active
136,2024-04,Active
136,2024-05,Active
136,2024-06,Active
136,2024-07,Active
136,2024-08,Active
136,2024-09,Active
136,2024-10,Active
136,2024-11,Active
136,2024-12,Active
137,2023-01,At-Risk
137,2023-02,At-Risk
137,2023-03,At-Risk
137,2023-04,At-Risk
137,2023-05,At-Risk
137,2023-06,At-Risk
137,2023-07,At-Risk
137,2023-08,At-Risk
137,2023-09,Churned
137,2023-10,At-Risk
137,2023-11,At-Risk
137,2023-12,At-Risk
137,2024-01,Churned
137,2024-02,At-Risk
137,2024-03,Churned
137,2024-04,At-Risk
137,2024-05,At-Risk
137,2024-06,Churned
137,2024-07,At-Risk
137,2024-08,Churned
137,2024-09,At-Risk
137,2024-10,At-Risk
137,2024-11,At-Risk
137,2024-12,At-Risk
138,2023-01,Active
138,2023-02,Active
138,2023-03,Active
138,2023-04,Active
138,2023-05,Active
138,2023-06,Active
138,2023-07,Active
138,2023-08,Active
138,2023-09,Active
138,2023-10,Active
138,2023-11,Active
138,2023-12,Active
138,2024-01,Active
138,2024-02,Active
138,2024-03,Active
138,2024-04,Active
138,2024-05,Active
138,2024-06,Active
138,2024-07,Active
138,2024-08,Active
138,2024-09,Active
138,2024-10,Active
138,2024-11,Active
138,2024-12,Active
139,2023-01,Active
139,2023-02,Active
139,2023-03,Active
139,2023-04,Active
139,2023-05,Active
139,2023-06,Active
139,2023-07,Active
139,2023-08,Active
139,2023-09,Active
139,2023-10,Active
139,2023-11,Active
139,2023-12,Active
139,2024-01,Active
139,2024-02,Active
139,2024-03,Active
139,2024-04,Active
139,2024-05,Active
139,2024-06,Active
139,2024-07,Active
139,2024-08,Active
139,2024-09,Active
139,2024-10,Active
139,2024-11,Active
139,2024-12,Active
140,2023-01,Active
140,2023-02,Active
140,2023-03,Active
140,2023-04,Active
140,2023-05,Active
140,2023-06,Active
140,2023-07,Active
140,2023-08,Active
140,2023-09,Active
140,2023-10,Active
140,2023-11,Active
140,2023-12,Active
140,2024-01,Active
140,2024-02,Active
140,2024-03,Active
140,2024-04,Active
140,2024-05,Active
140,2024-06,Active
140,2024-07,Active
140,2024-08,Active
140,2024-09,Active
140,2024-10,Active
140,2024-11,Active
140,2024-12,Active
141,2023-01,Active
141,2023-02,Active
141,2023-03,Active
141,2023-04,Active
141,2023-05,Active
141,2023-06,Active
141,2023-07,Active
141,2023-08,Active
141,2023-09,Active
141,2023-10,Active
141,2023-11,Active
141,2023-12,Active
141,2024-01,Active
141,2024-02,Active
141,2024-03,Active
141,2024-04,Active
141,2024-05,Active
141,2024-06,Active
141,2024-07,Active
141,2024-08,Active
141,2024-09,Active
141,2024-10,Active
141,2024-11,Active
141,2024-12,Active
142,2023-01,Active
142,2023-02,Active
142,2023-03,Active
142,2023-04,Active
142,2023-05,Active
142,2023-06,Active
142,2023-07,Active
142,2023-08,Active
142,2023-09,Active
142,2023-10,Active
142,2023-11,Active
142,2023-12,Active
142,2024-01,Active
142,2024-02,Active
142,2024-03,Active
142,2024-04,Active
142,2024-05,Active
142,2024-06,Active
142,2024-07,Active
142,2024-08,Active
142,2024-09,Active
142,2024-10,Active
142,2024-11,Active
142,2024-12,Active
143,2023-01,Active
143,2023-02,Active
143,2023-03,Active
143,2023-04,Active
143,2023-05,Active
143,2023-06,Active
143,2023-07,Active
143,2023-08,Active
143,2023-09,Active
143,2023-10,Active
143,2023-11,Active
143,2023-12,Active
143,2024-01,Active
143,2024-02,Active
143,2024-03,Active
143,2024-04,Active
143,2024-05,Active
143,2024-06,Active
143,2024-07,Active
143,2024-08,Active
143,2024-09,Active
143,2024-10,Active
143,2024-11,Active
143,2024-12,Active
144,2023-01,Active
144,2023-02,Active
144,2023-03,Active
144,2023-04,Active
144,2023-05,Active
144,2023-06,Active
144,2023-07,Active
144,2023-08,Active
144,2023-09,Active
144,2023-10,Active
144,2023-11,Active
144,2023-12,Active
144,2024-01,Active
144,2024-02,Active
144,2024-03,Active
144,2024-04,Active
144,2024-05,Active
144,2024-06,Active
144,2024-07,Active
144,2024-08,Active
144,2024-09,Active
144,2024-10,Active
144,2024-11,Active
144,2024-12,Active
145,2023-01,At-Risk
145,2023-02,At-Risk
145,2023-03,At-Risk
145,2023-04,At-Risk
145,2023-05,At-Risk
145,2023-06,At-Risk
145,2023-07,At-Risk
145,2023-08,At-Risk
145,2023-09,At-Risk
145,2023-10,Churned
145,2023-11,At-Risk
145,2023-12,At-Risk
145,2024-01,At-Risk
145,2024-02,At-Risk
145,2024-03,At-Risk
145,2024-04,At-Risk
145,2024-05,At-Risk
145,2024-06,At-Risk
145,2024-07,Churned
145,2024-08,At-Risk
145,2024-09,At-Risk
145,2024-10,At-Risk
145,2024-11,At-Risk
145,2024-12,At-Risk
146,2023-01,Active
146,2023-02,Active
146,2023-03,Active
146,2023-04,Active
146,2023-05,Active
146,2023-06,Active
146,2023-07,Active
146,2023-08,Active
146,2023-09,Active
146,2023-10,Active
146,2023-11,Active
146,2023-12,Active
146,2024-01,Active
146,2024-02,Active
146,2024-03,Active
146,2024-04,Active
146,2024-05,Active
146,2024-06,Active
146,2024-07,Active
146,2024-08,Active
146,2024-09,Active
146,2024-10,Active
146,2024-11,Active
146,2024-12,Active
147,2023-01,Active
147,2023-02,Active
147,2023-03,Active
147,2023-04,Active
147,2023-05,Active
147,2023-06,Active
147,2023-07,Active
147,2023-08,Active
147,2023-09,Active
147,2023-10,Active
147,2023-11,Active
147,2023-12,Active
147,2024-01,Active
147,2024-02,Active
147,2024-03,Active
147,2024-04,Active
147,2024-05,Active
147,2024-06,Active
147,2024-07,Active
147,2024-08,Active
147,2024-09,Active
147,2024-10,Active
147,2024-11,Active
147,2024-12,Active
148,2023-01,At-Risk
148,2023-02,At-Risk
148,2023-03,At-Risk
148,2023-04,At-Risk
148,2023-05,At-Risk
148,2023-06,Churned
148,2023-07,Churned
148,2023-08,At-Risk
148,2023-09,At-Risk
148,2023-10,At-Risk
148,2023-11,At-Risk
148,2023-12,Churned
148,2024-01,At-Risk
148,2024-02,At-Risk
148,2024-03,At-Risk
148,2024-04,At-Risk
148,2024-05,At-Risk
148,2024-06,At-Risk
148,2024-07,At-Risk
148,2024-08,At-Risk
148,2024-09,At-Risk
148,2024-10,At-Risk
148,2024-11,At-Risk
148,2024-12,At-Risk
149,2023-01,Active
149,2023-02,Active
149,2023-03,Active
149,2023-04,Active
149,2023-05,Active
149,2023-06,Active
149,2023-07,Active
149,2023-08,Active
149,2023-09,Active
149,2023-10,Active
149,2023-11,Active
149,2023-12,Active
149,2024-01,Active
149,2024-02,Active
149,2024-03,Active
149,2024-04,Active
149,2024-05,Active
149,2024-06,Active
149,2024-07,Active
149,2024-08,Active
149,2024-09,Active
149,2024-10,Active
149,2024-11,Active
149,2024-12,Active
150,2023-01,Active
150,2023-02,Active
150,2023-03,Active
150,2023-04,Active
150,2023-05,Active
150,2023-06,Active
150,2023-07,Active
150,2023-08,Active
150,2023-09,Active
150,2023-10,Active
150,2023-11,Active
150,2023-12,Active
150,2024-01,Active
150,2024-02,Active
150,2024-03,Active
150,2024-04,Active
150,2024-05,Active
150,2024-06,Active
150,2024-07,Active
150,2024-08,Active
150,2024-09,Active
150,2024-10,Active
150,2024-11,Active
150,2024-12,Active
151,2023-01,Active
151,2023-02,Active
151,2023-03,Active
151,2023-04,Active
151,2023-05,Active
151,2023-06,Active
151,2023-07,Active
151,2023-08,Active
151,2023-09,Active
151,2023-10,Active
151,2023-11,Active
151,2023-12,Active
151,2024-01,Active
151,2024-02,Active
151,2024-03,Active
151,2024-04,Active
151,2024-05,Active
151,2024-06,Active
151,2024-07,Active
151,2024-08,Active
151,2024-09,Active
151,2024-10,Active
151,2024-11,Active
151,2024-12,Active
152,2023-01,At-Risk
152,2023-02,At-Risk
152,2023-03,At-Risk
152,2023-04,At-Risk
152,2023-05,At-Risk
152,2023-06,At-Risk
152,2023-07,Churned
152,2023-08,At-Risk
152,2023-09,Churned
152,2023-10,Churned
152,2023-11,At-Risk
152,2023-12,At-Risk
152,2024-01,Churned
152,2024-02,At-Risk
152,2024-03,At-Risk
152,2024-04,At-Risk
152,2024-05,At-Risk
152,2024-06,Churned
152,2024-07,At-Risk
152,2024-08,At-Risk
152,2024-09,At-Risk
152,2024-10,At-Risk
152,2024-11,At-Risk
152,2024-12,At-Risk
153,2023-01,Active
153,2023-02,Active
153,2023-03,Active
153,2023-04,Active
153,2023-05,Active
153,2023-06,Active
153,2023-07,Active
153,2023-08,Active
153,2023-09,Active
153,2023-10,Active
153,2023-11,Active
153,2023-12,Active
153,2024-01,Active
153,2024-02,Active
153,2024-03,Active
153,2024-04,Active
153,2024-05,Active
153,2024-06,Active
153,2024-07,Active
153,2024-08,Active
153,2024-09,Active
153,2024-10,Active
153,2024-11,Active
153,2024-12,Active
154,2023-01,Active
154,2023-02,Active
154,2023-03,Active
154,2023-04,Active
154,2023-05,Active
154,2023-06,Active
154,2023-07,Active
154,2023-08,Active
154,2023-09,Active
154,2023-10,Active
154,2023-11,Active
154,2023-12,Active
154,2024-01,Active
154,2024-02,Active
154,2024-03,Active
154,2024-04,Active
154,2024-05,Active
154,2024-06,Active
154,2024-07,Active
154,2024-08,Active
154,2024-09,Active
154,2024-10,Active
154,2024-11,Active
154,2024-12,Active
155,2023-01,At-Risk
155,2023-02,At-Risk
155,2023-03,At-Risk
155,2023-04,At-Risk
155,2023-05,At-Risk
155,2023-06,Churned
155,2023-07,At-Risk
155,2023-08,At-Risk
155,2023-09,At-Risk
155,2023-10,At-Risk
155,2023-11,At-Risk
155,2023-12,At-Risk
155,2024-01,At-Risk
155,2024-02,Churned
155,2024-03,At-Risk
155,2024-04,At-Risk
155,2024-05,At-Risk
155,2024-06,At-Risk
155,2024-07,At-Risk
155,2024-08,Churned
155,2024-09,At-Risk
155,2024-10,Churned
155,2024-11,At-Risk
155,2024-12,Churned
156,2023-01,Active
156,2023-02,Active
156,2023-03,Active
156,2023-04,Active
156,2023-05,Active
156,2023-06,Active
156,2023-07,Active
156,2023-08,Active
156,2023-09,Active
156,2023-10,Active
156,2023-11,Active
156,2023-12,Active
156,2024-01,Active
156,2024-02,Active
156,2024-03,Active
156,2024-04,Active
156,2024-05,Active
156,2024-06,Active
156,2024-07,Active
156,2024-08,Active
156,2024-09,Active
156,2024-10,Active
156,2024-11,Active
156,2024-12,Active
157,2023-01,At-Risk
157,2023-02,Churned
157,2023-03,At-Risk
157,2023-04,At-Risk
157,2023-05,At-Risk
157,2023-06,At-Risk
157,2023-07,Churned
157,2023-08,At-Risk
157,2023-09,Churned
157,2023-10,At-Risk
157,2023-11,At-Risk
157,2023-12,At-Risk
157,2024-01,At-Risk
157,2024-02,At-Risk
157,2024-03,At-Risk
157,2024-04,At-Risk
157,2024-05,Churned
157,2024-06,At-Risk
157,2024-07,At-Risk
157,2024-08,At-Risk
157,2024-09,At-Risk
157,2024-10,At-Risk
157,2024-11,At-Risk
157,2024-12,Churned
158,2023-01,Active
158,2023-02,Active
158,2023-03,Active
158,2023-04,Active
158,2023-05,Active
158,2023-06,Active
158,2023-07,Active
158,2023-08,Active
158,2023-09,Active
158,2023-10,Active
158,2023-11,Active
158,2023-12,Active
158,2024-01,Active
158,2024-02,Active
158,2024-03,Active
158,2024-04,Active
158,2024-05,Active
158,2024-06,Active
158,2024-07,Active
158,2024-08,Active
158,2024-09,Active
158,2024-10,Active
158,2024-11,Active
158,2024-12,Active
159,2023-01,At-Risk
159,2023-02,At-Risk
159,2023-03,At-Risk
159,2023-04,At-Risk
159,2023-05,At-Risk
159,2023-06,At-Risk
159,2023-07,At-Risk
159,2023-08,At-Risk
159,2023-09,At-Risk
159,2023-10,At-Risk
159,2023-11,At-Risk
159,2023-12,At-Risk
159,2024-01,At-Risk
159,2024-02,Churned
159,2024-03,At-Risk
159,2024-04,Churned
159,2024-05,At-Risk
159,2024-06,At-Risk
159,2024-07,At-Risk
159,2024-08,At-Risk
159,2024-09,At-Risk
159,2024-10,At-Risk
159,2024-11,At-Risk
